SMOTE Technique,Base Model,Meta Model,Mean Accuracy,Mean F1 Score,Mean ROC AUC,Test Accuracy,Test F1 Score,Test ROC Area
ADASYN,GBoost,XGBoost,0.9458461538461538,0.9452726017943409,0.9812187812187811,0.7037037037037037,0.7647058823529411,0.6789772727272727
