SMOTE Technique,Base Model,Meta Model,Mean Accuracy,Mean F1 Score,Mean ROC AUC,Test Accuracy,Test F1 Score,Test ROC Area
ADASYN,GBoost,XGBoost,0.9818181818181818,0.9777777777777779,0.9923076923076923,0.875,0.918918918918919,0.8473684210526318
