SMOTE Technique,Base Model,Meta Model,Mean Accuracy,Mean F1 Score,Mean ROC AUC,Test Accuracy,Test F1 Score,Test ROC AUC
ADASYN,Random Forest,XGBoost,0.9193675889328062,0.911598440545809,0.9475030525030524,0.875,0.918918918918919,0.8789473684210527
