SMOTE Technique,Base Model,Meta Model,Mean Accuracy,Mean F1 Score,Mean ROC AUC,Test Accuracy,Test F1 Score,Test ROC Area
ADASYN,Decision Tree,AdaBoost,0.9007905138339922,0.8998268398268398,0.9230250305250305,0.9166666666666666,0.9444444444444444,0.9473684210526316
