SMOTE Technique,Base Model,Meta Model,Mean Accuracy,Mean F1 Score,Mean ROC AUC,Test Accuracy,Test F1 Score,Test ROC Area
ADASYN,GBoost,XGBoost,0.9636363636363636,0.9577777777777777,0.9906410256410256,0.875,0.918918918918919,0.868421052631579
