SMOTE Technique,Base Model,Meta Model,Mean Accuracy,Mean F1 Score,Mean ROC AUC,Test Accuracy,Test F1 Score,Test ROC Area
ADASYN,GBoost,XGBoost,0.9818181818181818,0.9808278867102397,0.9947954822954823,0.9166666666666666,0.9473684210526315,0.8736842105263157
