Sample_No,Timestamps,Temperature,Humidity,TGS2620,TGS2610,TGS2602,TGS2603,TGS822,TGS2600,TGS826,MQ138,Acetone_Conc.,Model
3,5/4/23 16:49,25.9,53.6,1.47,0.743,0.587,1.03,1.47,0.587,1.03,0.743,2,0.6421567218
3,5/4/23 16:49,25.9,53.5,1.47,0.743,0.586,1.03,1.47,0.586,1.03,0.743,2,0.6398667455
3,5/4/23 16:49,25.9,53.4,1.47,0.743,0.586,1.04,1.47,0.585,1.04,0.744,2,0.6386707329
3,5/4/23 16:49,26,53.4,1.47,0.744,0.584,1.04,1.47,0.584,1.04,0.744,2,0.6389484634
3,5/4/23 16:49,26,53.2,1.47,0.744,0.583,1.04,1.47,0.583,1.04,0.744,2,0.6354654058
3,5/4/23 16:49,26.1,53.2,1.47,0.744,0.581,1.04,1.47,0.581,1.04,0.744,2,0.6357211348
3,5/4/23 16:49,26.1,53.1,1.48,0.745,0.582,1.04,1.48,0.581,1.04,0.745,2,0.6356182979
3,5/4/23 16:49,26.2,53.1,1.48,0.745,0.581,1.04,1.48,0.581,1.04,0.745,2,0.636957305
3,5/4/23 16:49,26.2,53,1.48,0.745,0.582,1.04,1.48,0.582,1.04,0.745,2,0.6368520095
3,5/4/23 16:49,26.2,53,1.48,0.745,0.581,1.05,1.48,0.581,1.05,0.745,2,0.635757762
3,5/4/23 16:49,26.3,52.9,1.48,0.746,0.58,1.05,1.48,0.579,1.05,0.746,2,0.6358838455
3,5/4/23 16:49,26.3,52.8,1.48,0.746,0.579,1.05,1.48,0.579,1.05,0.746,2,0.6335875177
3,5/4/23 16:50,26.3,52.7,1.47,0.745,0.578,1.05,1.47,0.579,1.05,0.745,2,0.6312953349
3,5/4/23 16:50,26.3,52.7,1.48,0.746,0.577,1.05,1.48,0.577,1.05,0.746,2,0.6302031284
3,5/4/23 16:50,26.4,52.6,1.48,0.746,0.577,1.05,1.47,0.577,1.05,0.746,2,0.6313989598
3,5/4/23 16:50,26.4,52.5,1.47,0.745,0.576,1.05,1.47,0.576,1.05,0.746,2,0.629106383
3,5/4/23 16:50,26.5,52.5,1.48,0.746,0.575,1.05,1.48,0.575,1.05,0.746,2,0.630393026
3,5/4/23 16:50,26.5,52.5,1.47,0.746,0.574,1.06,1.47,0.574,1.06,0.746,2,0.6292966903
3,5/4/23 16:50,26.5,52.4,1.47,0.746,0.57,1.06,1.47,0.57,1.06,0.746,2,0.6237210402
3,5/4/23 16:50,26.6,52.1,1.48,0.752,0.539,1.05,1.48,0.536,1.05,0.752,2,0.5886355713
3,5/4/23 16:50,26.6,51.5,1.47,0.756,0.484,1.04,1.47,0.483,1.04,0.756,2,0.5224835303
3,5/4/23 16:50,26.5,51.1,1.47,0.76,0.448,1.03,1.47,0.446,1.03,0.76,2,0.4780608353
3,5/4/23 16:50,26.5,50.7,1.47,0.763,0.42,1.02,1.47,0.419,1.02,0.764,2,0.4446737589
3,5/4/23 16:50,26.4,50.5,1.47,0.765,0.399,1.01,1.47,0.399,1.01,0.766,2,0.4191858156
3,5/4/23 16:51,26.3,50.5,1.46,0.767,0.387,1.01,1.46,0.386,1.01,0.767,2,0.4050386525
3,5/4/23 16:51,26.3,50.5,1.46,0.768,0.377,0.998,1.46,0.376,0.998,0.768,2,0.3945725374
3,5/4/23 16:51,26.2,50.5,1.46,0.769,0.368,0.991,1.46,0.368,0.991,0.769,2,0.3836885737
3,5/4/23 16:51,26.1,50.5,1.46,0.769,0.364,0.985,1.46,0.364,0.985,0.769,2,0.3780695035
3,5/4/23 16:51,26,50.5,1.46,0.769,0.361,0.979,1.46,0.361,0.979,0.769,2,0.3735169425
3,5/4/23 16:51,26,50.5,1.46,0.768,0.36,0.974,1.46,0.36,0.974,0.768,2,0.3724822695
3,5/4/23 16:51,25.9,50.6,1.46,0.769,0.358,0.97,1.46,0.358,0.97,0.769,2,0.3697189283
3,5/4/23 16:51,25.9,50.7,1.46,0.77,0.356,0.966,1.46,0.356,0.965,0.769,2,0.3683800473
3,5/4/23 16:51,25.8,50.7,1.45,0.769,0.354,0.962,1.45,0.354,0.962,0.769,2,0.3648961702
3,5/4/23 16:51,25.8,50.7,1.45,0.768,0.353,0.959,1.45,0.353,0.959,0.768,2,0.3638653901
3,5/4/23 16:51,25.7,50.8,1.45,0.769,0.353,0.956,1.45,0.353,0.956,0.769,2,0.3631699606
3,5/4/23 16:51,25.7,50.9,1.45,0.769,0.353,0.953,1.45,0.353,0.953,0.769,2,0.3638848621
3,5/4/23 16:52,25.6,51,1.45,0.77,0.351,0.951,1.45,0.351,0.951,0.77,2,0.3611234043
3,5/4/23 16:52,25.6,51.1,1.45,0.769,0.349,0.948,1.45,0.349,0.948,0.769,2,0.3597697715
3,5/4/23 16:52,25.5,51.1,1.45,0.769,0.35,0.946,1.45,0.35,0.946,0.769,2,0.359391253
3,5/4/23 16:52,25.5,51.2,1.45,0.769,0.35,0.944,1.45,0.35,0.944,0.769,2,0.3600945626
3,5/4/23 16:52,25.4,51.4,1.45,0.769,0.349,0.942,1.45,0.349,0.941,0.769,2,0.3590547203
3,5/4/23 16:52,25.3,51.5,1.45,0.768,0.347,0.939,1.45,0.347,0.939,0.768,2,0.3562834121
3,5/4/23 16:52,25.3,51.5,1.45,0.769,0.347,0.937,1.45,0.347,0.937,0.769,2,0.3562834121
3,5/4/23 16:52,25.2,51.7,1.45,0.769,0.347,0.936,1.45,0.347,0.936,0.769,2,0.3562533333
3,5/4/23 16:52,25.2,51.8,1.45,0.768,0.347,0.934,1.45,0.347,0.934,0.768,2,0.3569424113
3,5/4/23 16:52,25.2,51.9,1.45,0.768,0.346,0.932,1.45,0.346,0.932,0.768,2,0.3566008511
3,5/4/23 16:52,25.1,52,1.45,0.767,0.344,0.93,1.45,0.344,0.93,0.767,2,0.3538130812
3,5/4/23 16:52,25.1,52,1.45,0.765,0.343,0.929,1.45,0.343,0.929,0.765,2,0.3527845548
3,5/4/23 16:53,25.1,52.1,1.45,0.764,0.342,0.928,1.45,0.341,0.928,0.764,2,0.3524324823
3,5/4/23 16:53,25.1,52.1,1.45,0.763,0.34,0.927,1.45,0.34,0.927,0.763,2,0.3503714736
3,5/4/23 16:53,25,52.1,1.45,0.761,0.337,0.926,1.45,0.337,0.926,0.761,2,0.3458963751
3,5/4/23 16:53,25,52.1,1.45,0.76,0.336,0.924,1.45,0.336,0.924,0.759,2,0.3448699764
3,5/4/23 16:53,25,52.2,1.44,0.759,0.336,0.923,1.44,0.336,0.923,0.759,2,0.3455319149
3,5/4/23 16:53,25,52.3,1.45,0.759,0.338,0.921,1.45,0.338,0.921,0.759,2,0.3482545311
3,5/4/23 16:53,25,52.4,1.45,0.758,0.339,0.92,1.45,0.339,0.92,0.758,2,0.3499527187
3,5/4/23 16:53,24.9,52.4,1.44,0.758,0.34,0.919,1.44,0.341,0.919,0.758,2,0.3495810875
3,5/4/23 16:53,25,52.5,1.44,0.757,0.341,0.919,1.44,0.341,0.919,0.757,2,0.3526891253
3,5/4/23 16:53,24.9,52.6,1.44,0.752,0.341,0.915,1.44,0.341,0.915,0.751,2,0.3519474704
3,5/4/23 16:53,24.9,52.7,1.44,0.756,0.34,0.918,1.45,0.34,0.917,0.757,2,0.3515825059
3,5/4/23 16:53,24.9,52.7,1.43,0.741,0.335,0.905,1.41,0.329,0.901,0.732,2,0.3464121749
