Sample_No,Timestamps,Temperature,Humidity,TGS2620,TGS2610,TGS2602,TGS2603,TGS822,TGS2600,TGS826,MQ138,Acetone_Conc.,Model
0,5/4/23 16:04,23.6,54.5,1.43,0.908,0.35,0.894,1.43,0.35,0.894,0.908,2,0.3547438928
0,5/4/23 16:04,23.6,54.5,1.43,0.908,0.351,0.896,1.43,0.351,0.896,0.907,2,0.3557574468
0,5/4/23 16:04,23.6,54.5,1.43,0.906,0.352,0.897,1.43,0.352,0.897,0.906,2,0.3567710008
0,5/4/23 16:04,23.6,54.5,1.43,0.905,0.352,0.897,1.43,0.352,0.897,0.905,2,0.3567710008
0,5/4/23 16:04,23.6,54.5,1.43,0.905,0.351,0.898,1.43,0.351,0.898,0.905,2,0.3557574468
0,5/4/23 16:04,23.6,54.5,1.43,0.904,0.35,0.898,1.43,0.35,0.898,0.904,2,0.3547438928
0,5/4/23 16:04,23.6,54.5,1.43,0.904,0.349,0.897,1.42,0.349,0.897,0.904,2,0.3537303388
0,5/4/23 16:04,23.6,54.5,1.42,0.903,0.346,0.895,1.42,0.346,0.895,0.903,2,0.3506896769
0,5/4/23 16:04,23.6,54.6,1.42,0.902,0.344,0.893,1.42,0.344,0.893,0.902,2,0.3493023168
0,5/4/23 16:04,23.6,54.6,1.42,0.901,0.344,0.891,1.42,0.344,0.891,0.901,2,0.3493023168
0,5/4/23 16:04,23.6,54.6,1.42,0.9,0.344,0.889,1.42,0.344,0.889,0.9,2,0.3493023168
0,5/4/23 16:04,23.6,54.6,1.42,0.899,0.344,0.888,1.42,0.344,0.888,0.899,2,0.3493023168
0,5/4/23 16:05,23.6,54.6,1.42,0.898,0.345,0.887,1.42,0.345,0.887,0.898,2,0.3503177305
0,5/4/23 16:05,23.6,54.7,1.42,0.897,0.346,0.886,1.42,0.346,0.886,0.897,2,0.3519766115
0,5/4/23 16:05,23.5,54.7,1.42,0.897,0.346,0.885,1.42,0.346,0.885,0.897,2,0.3504851852
0,5/4/23 16:05,23.5,54.7,1.42,0.897,0.345,0.885,1.42,0.345,0.884,0.897,2,0.3494722222
0,5/4/23 16:05,23.5,54.7,1.42,0.897,0.345,0.884,1.42,0.345,0.885,0.897,2,0.3494722222
0,5/4/23 16:05,23.5,54.7,1.42,0.897,0.345,0.884,1.42,0.345,0.884,0.896,2,0.3494722222
0,5/4/23 16:05,23.5,54.8,1.42,0.896,0.345,0.883,1.42,0.345,0.883,0.896,2,0.3501111111
0,5/4/23 16:05,23.5,54.8,1.42,0.896,0.344,0.883,1.42,0.344,0.883,0.896,2,0.3490962963
0,5/4/23 16:05,23.5,54.9,1.42,0.895,0.344,0.882,1.42,0.344,0.882,0.895,2,0.3497333333
0,5/4/23 16:05,23.5,54.9,1.42,0.895,0.344,0.882,1.42,0.344,0.882,0.895,2,0.3497333333
0,5/4/23 16:05,23.4,54.9,1.42,0.894,0.344,0.882,1.42,0.344,0.882,0.894,2,0.3482451064
0,5/4/23 16:05,23.4,54.9,1.42,0.893,0.346,0.882,1.42,0.346,0.882,0.893,2,0.3502697872
0,5/4/23 16:06,23.4,55,1.42,0.893,0.347,0.883,1.42,0.347,0.883,0.893,2,0.3519219858
0,5/4/23 16:06,23.4,55,1.42,0.893,0.346,0.883,1.42,0.347,0.883,0.893,2,0.3509078014
0,5/4/23 16:06,23.4,55,1.42,0.892,0.347,0.883,1.42,0.347,0.883,0.891,2,0.3519219858
0,5/4/23 16:06,23.4,55,1.42,0.89,0.349,0.884,1.42,0.349,0.884,0.89,2,0.3539503546
0,5/4/23 16:06,23.4,55.1,1.42,0.89,0.351,0.886,1.42,0.352,0.886,0.89,2,0.3566259574
0,5/4/23 16:06,23.4,55.1,1.42,0.89,0.351,0.886,1.42,0.351,0.886,0.89,2,0.3566259574
0,5/4/23 16:06,23.4,55.1,1.42,0.889,0.35,0.886,1.42,0.35,0.886,0.889,2,0.3556099291
0,5/4/23 16:06,23.4,55.1,1.42,0.889,0.35,0.886,1.42,0.35,0.886,0.889,2,0.3556099291
0,5/4/23 16:06,23.3,55.1,1.42,0.887,0.349,0.885,1.42,0.35,0.885,0.887,2,0.3530785422
0,5/4/23 16:06,23.3,55.1,1.42,0.885,0.349,0.884,1.42,0.349,0.884,0.885,2,0.3530785422
0,5/4/23 16:06,23.5,55.3,1.42,0.885,0.348,0.884,1.42,0.348,0.884,0.885,2,0.3563777778
0,5/4/23 16:06,23.3,55.2,1.42,0.886,0.348,0.884,1.42,0.348,0.884,0.885,2,0.3527058156
0,5/4/23 16:07,23.3,55.2,1.42,0.884,0.348,0.883,1.42,0.348,0.883,0.884,2,0.3527058156
0,5/4/23 16:07,23.3,55.2,1.41,0.882,0.348,0.883,1.41,0.348,0.883,0.882,2,0.3527058156
0,5/4/23 16:07,23.3,55.2,1.41,0.881,0.348,0.883,1.41,0.348,0.883,0.88,2,0.3527058156
0,5/4/23 16:07,23.3,55.2,1.41,0.877,0.348,0.883,1.41,0.348,0.883,0.877,2,0.3527058156
0,5/4/23 16:07,23.3,55.2,1.41,0.877,0.349,0.884,1.41,0.349,0.884,0.876,2,0.3537193381
0,5/4/23 16:07,23.3,55.2,1.41,0.876,0.35,0.885,1.41,0.35,0.885,0.876,2,0.3547328605
0,5/4/23 16:07,23.4,55.3,1.41,0.875,0.349,0.885,1.41,0.349,0.885,0.875,2,0.3558809929
0,5/4/23 16:07,23.4,55.3,1.41,0.873,0.348,0.884,1.41,0.348,0.884,0.873,2,0.3548612766
0,5/4/23 16:07,23.3,55.2,1.41,0.873,0.348,0.884,1.41,0.348,0.884,0.873,2,0.3527058156
0,5/4/23 16:07,23.4,55.3,1.41,0.875,0.347,0.884,1.41,0.347,0.884,0.875,2,0.3538415603
0,5/4/23 16:07,23.3,55.2,1.41,0.875,0.346,0.883,1.41,0.345,0.883,0.875,2,0.3506787707
0,5/4/23 16:07,23.3,55.2,1.41,0.874,0.344,0.883,1.41,0.345,0.883,0.874,2,0.3486517258
0,5/4/23 16:08,23.3,55.2,1.41,0.874,0.344,0.883,1.41,0.344,0.883,0.874,2,0.3486517258
0,5/4/23 16:08,23.3,55.2,1.41,0.873,0.344,0.883,1.41,0.344,0.883,0.873,2,0.3486517258
0,5/4/23 16:08,23.3,55.2,1.41,0.872,0.345,0.884,1.41,0.345,0.884,0.872,2,0.3496652482
0,5/4/23 16:08,23.3,55.2,1.41,0.871,0.346,0.885,1.41,0.346,0.885,0.871,2,0.3506787707
0,5/4/23 16:08,23.4,55.2,1.41,0.87,0.345,0.885,1.41,0.345,0.885,0.87,2,0.3511659574
0,5/4/23 16:08,23.3,55.2,1.41,0.868,0.344,0.885,1.41,0.344,0.885,0.868,2,0.3486517258
0,5/4/23 16:08,23.4,55.2,1.41,0.867,0.341,0.885,1.41,0.341,0.885,0.867,2,0.3470944681
0,5/4/23 16:08,23.4,55.2,1.41,0.866,0.339,0.884,1.41,0.339,0.884,0.866,2,0.3450587234
0,5/4/23 16:08,23.5,55.2,1.41,0.865,0.34,0.884,1.41,0.34,0.884,0.864,2,0.3475555556
0,5/4/23 16:08,23.5,55.2,1.41,0.863,0.34,0.884,1.41,0.34,0.884,0.863,2,0.3475555556
0,5/4/23 16:08,23.5,55.1,1.41,0.862,0.341,0.885,1.41,0.341,0.885,0.862,2,0.3479462963
0,5/4/23 16:08,23.5,55.1,1.41,0.861,0.343,0.886,1.41,0.343,0.886,0.861,2,0.349987037
0,5/4/23 16:09,23.5,55,1.41,0.86,0.344,0.886,1.41,0.344,0.886,0.86,2,0.3503703704
0,5/4/23 16:09,23.5,55,1.41,0.859,0.344,0.886,1.41,0.345,0.886,0.859,2,0.3503703704
0,5/4/23 16:09,23.5,55,1.42,0.86,0.345,0.887,1.42,0.345,0.887,0.86,2,0.3513888889
0,5/4/23 16:09,23.5,55,1.42,0.861,0.347,0.889,1.42,0.347,0.889,0.861,2,0.3534259259
0,5/4/23 16:09,23.5,55,1.42,0.86,0.35,0.887,1.42,0.35,0.887,0.86,2,0.3564814815
0,5/4/23 16:09,23.5,55.1,1.42,0.86,0.351,0.886,1.42,0.351,0.885,0.86,2,0.35815
0,5/4/23 16:09,23.5,55.3,1.43,0.862,0.35,0.886,1.43,0.35,0.886,0.862,2,0.3584259259
0,5/4/23 16:09,23.5,55.4,1.43,0.861,0.351,0.884,1.43,0.352,0.884,0.862,2,0.3601
0,5/4/23 16:09,23.6,55.6,1.43,0.861,0.352,0.882,1.43,0.352,0.882,0.861,2,0.3639718834
0,5/4/23 16:09,23.6,55.7,1.43,0.862,0.352,0.88,1.43,0.352,0.88,0.862,2,0.3646265091
0,5/4/23 16:09,23.6,55.5,1.43,0.863,0.351,0.878,1.43,0.351,0.878,0.863,2,0.3622851064
0,5/4/23 16:09,23.6,55.3,1.43,0.863,0.348,0.876,1.43,0.348,0.876,0.863,2,0.357894279
0,5/4/23 16:10,23.6,55.2,1.42,0.863,0.345,0.875,1.42,0.345,0.875,0.863,2,0.3541673759
0,5/4/23 16:10,23.5,55.1,1.42,0.863,0.342,0.873,1.42,0.342,0.873,0.863,2,0.3489666667
0,5/4/23 16:10,23.5,55.1,1.42,0.862,0.341,0.872,1.42,0.341,0.872,0.862,2,0.3479462963
0,5/4/23 16:10,23.5,55.1,1.42,0.863,0.34,0.872,1.42,0.34,0.872,0.863,2,0.3469259259
0,5/4/23 16:10,23.5,55.1,1.42,0.863,0.34,0.872,1.42,0.34,0.872,0.863,2,0.3469259259
0,5/4/23 16:10,23.5,55.1,1.42,0.863,0.34,0.872,1.42,0.34,0.872,0.863,2,0.3469259259
0,5/4/23 16:10,23.5,55.1,1.42,0.861,0.34,0.872,1.42,0.34,0.872,0.861,2,0.3469259259
0,5/4/23 16:10,23.5,55.2,1.42,0.862,0.341,0.873,1.42,0.341,0.872,0.862,2,0.3485777778
0,5/4/23 16:10,23.5,55.2,1.42,0.859,0.34,0.871,1.42,0.34,0.871,0.859,2,0.3475555556
0,5/4/23 16:10,23.5,55.3,1.42,0.859,0.341,0.872,1.42,0.341,0.872,0.859,2,0.3492092593
0,5/4/23 16:10,23.5,55.3,1.42,0.859,0.341,0.872,1.42,0.341,0.872,0.859,2,0.3492092593
0,5/4/23 16:10,23.4,55.3,1.42,0.858,0.339,0.872,1.42,0.339,0.872,0.858,2,0.3456838298
0,5/4/23 16:11,23.4,55.3,1.42,0.858,0.341,0.873,1.42,0.341,0.873,0.858,2,0.3477232624
0,5/4/23 16:11,23.4,55.3,1.42,0.859,0.342,0.874,1.42,0.342,0.874,0.859,2,0.3487429787
0,5/4/23 16:11,23.4,55.3,1.42,0.859,0.344,0.876,1.42,0.344,0.876,0.859,2,0.3507824113
0,5/4/23 16:11,23.4,55.4,1.42,0.859,0.346,0.877,1.42,0.346,0.877,0.859,2,0.3534598582
0,5/4/23 16:11,23.4,55.4,1.42,0.858,0.347,0.879,1.42,0.348,0.879,0.858,2,0.3544814184
0,5/4/23 16:11,23.4,55.5,1.42,0.855,0.349,0.882,1.42,0.349,0.882,0.855,2,0.3571680851
0,5/4/23 16:11,23.5,55.5,1.42,0.853,0.35,0.884,1.42,0.35,0.885,0.852,2,0.3597222222
0,5/4/23 16:11,23.5,55.5,1.42,0.851,0.351,0.887,1.42,0.351,0.887,0.851,2,0.36075
0,5/4/23 16:11,23.5,55.5,1.42,0.85,0.352,0.889,1.42,0.352,0.889,0.85,2,0.3617777778
0,5/4/23 16:11,23.5,55.5,1.42,0.849,0.352,0.89,1.42,0.352,0.89,0.849,2,0.3617777778
0,5/4/23 16:11,23.5,55.5,1.42,0.848,0.351,0.89,1.42,0.351,0.89,0.848,2,0.36075
0,5/4/23 16:11,23.5,55.5,1.42,0.846,0.351,0.89,1.42,0.351,0.89,0.846,2,0.36075
0,5/4/23 16:12,23.5,55.5,1.42,0.846,0.35,0.891,1.42,0.35,0.891,0.846,2,0.3597222222
0,5/4/23 16:12,23.5,55.5,1.42,0.847,0.349,0.891,1.42,0.349,0.891,0.847,2,0.3586944444
0,5/4/23 16:12,23.6,55.5,1.43,0.848,0.347,0.891,1.43,0.347,0.891,0.848,2,0.3581565012
0,5/4/23 16:12,23.6,55.5,1.43,0.848,0.346,0.89,1.43,0.346,0.89,0.848,2,0.3571243499
0,5/4/23 16:12,23.6,55.4,1.43,0.847,0.345,0.889,1.43,0.345,0.889,0.847,2,0.355450591
0,5/4/23 16:12,23.6,55.3,1.42,0.846,0.344,0.887,1.42,0.344,0.887,0.846,2,0.3537805516
0,5/4/23 16:12,23.6,55.3,1.42,0.845,0.343,0.886,1.42,0.343,0.886,0.845,2,0.3527521198
0,5/4/23 16:12,23.6,55.3,1.42,0.846,0.342,0.885,1.42,0.342,0.885,0.846,2,0.3517236879
0,5/4/23 16:12,23.6,55.3,1.42,0.845,0.342,0.885,1.42,0.342,0.885,0.845,2,0.3517236879
0,5/4/23 16:12,23.6,55.3,1.42,0.843,0.342,0.885,1.42,0.342,0.885,0.843,2,0.3517236879
0,5/4/23 16:12,23.6,55.3,1.42,0.842,0.341,0.884,1.42,0.341,0.884,0.842,2,0.3506952561
0,5/4/23 16:12,23.6,55.3,1.42,0.842,0.341,0.884,1.42,0.341,0.884,0.842,2,0.3506952561
0,5/4/23 16:13,23.6,55.2,1.42,0.841,0.339,0.884,1.42,0.339,0.884,0.841,2,0.3480079433
0,5/4/23 16:13,23.6,55.2,1.42,0.84,0.339,0.884,1.42,0.339,0.884,0.84,2,0.3480079433
0,5/4/23 16:13,23.6,55.2,1.42,0.839,0.337,0.883,1.42,0.337,0.882,0.839,2,0.3459547991
0,5/4/23 16:13,23.6,55.2,1.42,0.839,0.335,0.882,1.42,0.335,0.882,0.839,2,0.3439016548
0,5/4/23 16:13,23.5,55.2,1.42,0.838,0.334,0.881,1.42,0.334,0.881,0.838,2,0.3414222222
0,5/4/23 16:13,23.5,55.2,1.42,0.837,0.333,0.88,1.42,0.333,0.88,0.837,2,0.3404
0,5/4/23 16:13,23.6,55.2,1.42,0.837,0.334,0.879,1.42,0.334,0.879,0.837,2,0.3428750827
0,5/4/23 16:13,23.5,55.2,1.42,0.836,0.335,0.877,1.42,0.335,0.877,0.836,2,0.3424444444
0,5/4/23 16:13,23.5,55.2,1.42,0.836,0.336,0.875,1.42,0.336,0.875,0.835,2,0.3434666667
0,5/4/23 16:13,23.5,55.2,1.42,0.836,0.337,0.874,1.42,0.337,0.874,0.836,2,0.3444888889
0,5/4/23 16:13,23.5,55.3,1.42,0.836,0.338,0.873,1.42,0.338,0.873,0.836,2,0.346137037
0,5/4/23 16:13,23.5,55.3,1.42,0.835,0.338,0.872,1.42,0.338,0.872,0.835,2,0.346137037
0,5/4/23 16:14,23.5,55.3,1.42,0.834,0.337,0.871,1.42,0.337,0.871,0.834,2,0.345112963
0,5/4/23 16:14,23.5,55.4,1.41,0.833,0.337,0.871,1.41,0.337,0.871,0.833,2,0.345737037
0,5/4/23 16:14,23.5,55.4,1.41,0.833,0.337,0.871,1.42,0.337,0.871,0.833,2,0.345737037
0,5/4/23 16:14,23.5,55.4,1.42,0.833,0.338,0.872,1.42,0.338,0.872,0.833,2,0.346762963
0,5/4/23 16:14,23.5,55.4,1.42,0.832,0.339,0.872,1.41,0.339,0.872,0.832,2,0.3477888889
0,5/4/23 16:14,23.5,55.4,1.41,0.832,0.339,0.872,1.41,0.339,0.872,0.832,2,0.3477888889
0,5/4/23 16:14,23.4,55.5,1.41,0.832,0.339,0.871,1.41,0.339,0.871,0.832,2,0.3469340426
0,5/4/23 16:14,23.4,55.5,1.42,0.832,0.338,0.871,1.42,0.338,0.871,0.832,2,0.3459106383
0,5/4/23 16:14,23.4,55.5,1.42,0.832,0.337,0.87,1.42,0.337,0.87,0.832,2,0.344887234
0,5/4/23 16:14,23.4,55.5,1.42,0.831,0.336,0.87,1.42,0.336,0.87,0.831,2,0.3438638298
0,5/4/23 16:14,23.4,55.5,1.41,0.83,0.335,0.87,1.41,0.335,0.87,0.83,2,0.3428404255
0,5/4/23 16:14,23.4,55.6,1.41,0.829,0.336,0.87,1.41,0.336,0.87,0.829,2,0.3444834043
0,5/4/23 16:15,23.4,55.6,1.41,0.83,0.338,0.871,1.41,0.338,0.871,0.83,2,0.3465339007
0,5/4/23 16:15,23.4,55.6,1.42,0.83,0.339,0.871,1.42,0.339,0.871,0.83,2,0.3475591489
0,5/4/23 16:15,23.4,55.6,1.42,0.829,0.338,0.872,1.42,0.338,0.872,0.83,2,0.3465339007
0,5/4/23 16:15,23.4,55.6,1.41,0.829,0.338,0.872,1.41,0.338,0.872,0.829,2,0.3465339007
0,5/4/23 16:15,23.4,55.6,1.41,0.827,0.338,0.872,1.41,0.338,0.872,0.827,2,0.3465339007
0,5/4/23 16:15,23.4,55.7,1.41,0.826,0.338,0.872,1.41,0.338,0.872,0.826,2,0.3471571631
0,5/4/23 16:15,23.4,55.7,1.41,0.826,0.338,0.872,1.41,0.339,0.872,0.826,2,0.3471571631
0,5/4/23 16:15,23.4,55.7,1.41,0.826,0.338,0.871,1.41,0.338,0.871,0.826,2,0.3471571631
0,5/4/23 16:15,23.3,55.7,1.41,0.826,0.337,0.87,1.41,0.337,0.87,0.826,2,0.3446508826
0,5/4/23 16:15,23.3,55.8,1.41,0.826,0.337,0.869,1.41,0.337,0.869,0.826,2,0.3452696454
0,5/4/23 16:15,23.3,55.8,1.41,0.826,0.336,0.868,1.41,0.336,0.868,0.826,2,0.3442451064
0,5/4/23 16:15,23.3,55.8,1.41,0.826,0.336,0.868,1.41,0.336,0.867,0.825,2,0.3442451064
0,5/4/23 16:16,23.3,55.8,1.41,0.825,0.337,0.867,1.41,0.337,0.867,0.825,2,0.3452696454
0,5/4/23 16:16,23.3,55.8,1.41,0.825,0.338,0.868,1.41,0.338,0.868,0.825,2,0.3462941844
0,5/4/23 16:16,23.3,55.8,1.41,0.824,0.338,0.869,1.41,0.338,0.869,0.824,2,0.3462941844
0,5/4/23 16:16,23.3,55.8,1.41,0.822,0.338,0.87,1.41,0.338,0.87,0.822,2,0.3462941844
0,5/4/23 16:16,23.3,55.8,1.41,0.822,0.34,0.871,1.41,0.34,0.871,0.822,2,0.3483432624
0,5/4/23 16:16,23.3,55.8,1.41,0.821,0.341,0.873,1.41,0.341,0.873,0.821,2,0.3493678014
0,5/4/23 16:16,23.3,55.8,1.41,0.82,0.343,0.875,1.41,0.343,0.875,0.82,2,0.3514168794
0,5/4/23 16:16,23.3,55.8,1.41,0.819,0.348,0.878,1.41,0.348,0.878,0.819,2,0.3565395745
0,5/4/23 16:16,23.4,55.8,1.41,0.819,0.35,0.882,1.41,0.35,0.882,0.819,2,0.3601276596
0,5/4/23 16:16,23.4,55.8,1.41,0.816,0.349,0.884,1.41,0.349,0.884,0.816,2,0.3590987234
0,5/4/23 16:16,23.4,55.7,1.41,0.815,0.349,0.886,1.41,0.349,0.886,0.815,2,0.3584551773
0,5/4/23 16:16,23.4,55.7,1.42,0.815,0.349,0.888,1.42,0.349,0.888,0.815,2,0.3584551773
0,5/4/23 16:17,23.4,55.7,1.42,0.814,0.349,0.889,1.42,0.349,0.889,0.813,2,0.3584551773
0,5/4/23 16:17,23.5,55.7,1.42,0.812,0.346,0.886,1.42,0.346,0.886,0.812,2,0.3568925926
0,5/4/23 16:17,23.5,55.7,1.41,0.81,0.342,0.883,1.41,0.342,0.883,0.81,2,0.3527666667
0,5/4/23 16:17,23.5,55.7,1.41,0.809,0.339,0.88,1.41,0.339,0.88,0.809,2,0.3496722222
0,5/4/23 16:17,23.4,55.6,1.41,0.809,0.338,0.877,1.41,0.338,0.877,0.808,2,0.3465339007
0,5/4/23 16:17,23.4,55.6,1.41,0.808,0.337,0.874,1.41,0.337,0.874,0.808,2,0.3455086525
0,5/4/23 16:17,23.4,55.6,1.41,0.809,0.335,0.872,1.41,0.335,0.872,0.809,2,0.343458156
0,5/4/23 16:17,23.4,55.7,1.41,0.81,0.335,0.871,1.41,0.336,0.871,0.81,2,0.3440758865
0,5/4/23 16:17,23.4,55.7,1.41,0.81,0.338,0.871,1.41,0.338,0.871,0.809,2,0.3471571631
0,5/4/23 16:17,23.4,55.7,1.41,0.809,0.34,0.872,1.41,0.34,0.872,0.808,2,0.3492113475
0,5/4/23 16:17,23.4,55.7,1.41,0.807,0.342,0.874,1.41,0.342,0.874,0.807,2,0.3512655319
0,5/4/23 16:17,23.4,55.7,1.41,0.807,0.344,0.876,1.41,0.344,0.876,0.807,2,0.3533197163
0,5/4/23 16:18,23.4,55.6,1.41,0.806,0.346,0.878,1.41,0.346,0.878,0.807,2,0.3547358865
0,5/4/23 16:18,23.4,55.6,1.41,0.806,0.348,0.881,1.41,0.348,0.881,0.806,2,0.356786383
0,5/4/23 16:18,23.5,55.6,1.41,0.806,0.349,0.883,1.41,0.349,0.883,0.806,2,0.3593407407
0,5/4/23 16:18,23.5,55.6,1.41,0.805,0.35,0.885,1.41,0.35,0.885,0.805,2,0.3603703704
0,5/4/23 16:18,23.5,55.6,1.41,0.804,0.349,0.885,1.41,0.349,0.885,0.804,2,0.3593407407
0,5/4/23 16:18,23.5,55.6,1.41,0.804,0.348,0.883,1.41,0.348,0.883,0.804,2,0.3583111111
0,5/4/23 16:18,23.5,55.6,1.41,0.803,0.345,0.881,1.41,0.345,0.881,0.803,2,0.3552222222
0,5/4/23 16:18,23.5,55.6,1.41,0.803,0.342,0.879,1.41,0.342,0.879,0.803,2,0.3521333333
0,5/4/23 16:18,23.5,55.6,1.41,0.803,0.34,0.877,1.41,0.34,0.877,0.803,2,0.3500740741
0,5/4/23 16:18,23.4,55.6,1.41,0.803,0.339,0.875,1.41,0.339,0.875,0.803,2,0.3475591489
0,5/4/23 16:18,23.4,55.6,1.41,0.803,0.339,0.874,1.41,0.339,0.874,0.803,2,0.3475591489
0,5/4/23 16:18,23.4,55.7,1.41,0.803,0.341,0.874,1.41,0.341,0.874,0.803,2,0.3502384397
0,5/4/23 16:19,23.4,55.7,1.41,0.803,0.343,0.874,1.41,0.343,0.874,0.803,2,0.3522926241
0,5/4/23 16:19,23.4,55.7,1.41,0.803,0.343,0.874,1.41,0.343,0.874,0.803,2,0.3522926241
0,5/4/23 16:19,23.4,55.7,1.41,0.803,0.343,0.874,1.41,0.343,0.875,0.803,2,0.3522926241
0,5/4/23 16:19,23.4,55.7,1.41,0.803,0.344,0.875,1.41,0.344,0.875,0.803,2,0.3533197163
0,5/4/23 16:19,23.4,55.7,1.41,0.803,0.342,0.874,1.41,0.342,0.874,0.803,2,0.3512655319
0,5/4/23 16:19,23.3,55.7,1.41,0.802,0.341,0.873,1.41,0.341,0.873,0.802,2,0.3487416942
0,5/4/23 16:19,23.3,55.7,1.41,0.802,0.341,0.873,1.41,0.341,0.873,0.802,2,0.3487416942
0,5/4/23 16:19,23.3,55.7,1.41,0.802,0.341,0.873,1.41,0.341,0.873,0.802,2,0.3487416942
0,5/4/23 16:19,23.3,55.7,1.41,0.802,0.341,0.872,1.41,0.341,0.872,0.802,2,0.3487416942
0,5/4/23 16:19,23.3,55.7,1.41,0.802,0.341,0.872,1.41,0.341,0.872,0.802,2,0.3487416942
0,5/4/23 16:19,23.3,55.7,1.41,0.802,0.339,0.872,1.41,0.339,0.872,0.802,2,0.3466962884
0,5/4/23 16:19,23.3,55.7,1.41,0.802,0.338,0.872,1.41,0.338,0.872,0.802,2,0.3456735855
0,5/4/23 16:20,23.4,55.7,1.41,0.802,0.338,0.873,1.41,0.338,0.873,0.802,2,0.3471571631
0,5/4/23 16:20,23.4,55.7,1.41,0.801,0.337,0.873,1.41,0.337,0.873,0.801,2,0.3461300709
0,5/4/23 16:20,23.4,55.7,1.41,0.801,0.337,0.874,1.41,0.337,0.874,0.801,2,0.3461300709
0,5/4/23 16:20,23.4,55.7,1.41,0.8,0.338,0.874,1.41,0.338,0.874,0.8,2,0.3471571631
0,5/4/23 16:20,23.4,55.7,1.41,0.799,0.338,0.873,1.41,0.338,0.873,0.799,2,0.3471571631
0,5/4/23 16:20,23.4,55.7,1.41,0.799,0.337,0.872,1.41,0.337,0.872,0.799,2,0.3461300709
0,5/4/23 16:20,23.4,55.7,1.41,0.799,0.336,0.871,1.41,0.336,0.871,0.799,2,0.3451029787
0,5/4/23 16:20,23.5,55.7,1.41,0.799,0.335,0.871,1.41,0.335,0.871,0.799,2,0.3455462963
0,5/4/23 16:20,23.5,55.7,1.41,0.798,0.337,0.871,1.41,0.337,0.871,0.798,2,0.3476092593
0,5/4/23 16:20,23.5,55.6,1.41,0.798,0.338,0.872,1.41,0.338,0.872,0.798,2,0.3480148148
0,5/4/23 16:20,23.5,55.6,1.41,0.799,0.337,0.873,1.41,0.338,0.873,0.799,2,0.3469851852
0,5/4/23 16:20,23.4,55.5,1.41,0.798,0.336,0.873,1.41,0.336,0.873,0.798,2,0.3438638298
1,5/4/23 16:21,23.5,55.5,1.41,0.793,0.333,0.87,1.41,0.333,0.87,0.793,2,0.34225
1,5/4/23 16:21,23.5,55.5,1.41,0.792,0.332,0.869,1.41,0.332,0.869,0.792,2,0.3412222222
1,5/4/23 16:21,23.6,55.5,1.41,0.791,0.332,0.869,1.41,0.332,0.869,0.791,2,0.3426742317
1,5/4/23 16:21,23.6,55.4,1.41,0.791,0.333,0.869,1.41,0.334,0.869,0.791,2,0.3430870922
1,5/4/23 16:21,23.6,55.4,1.41,0.79,0.335,0.87,1.41,0.335,0.87,0.79,2,0.3451476753
1,5/4/23 16:21,23.6,55.3,1.41,0.79,0.335,0.871,1.41,0.335,0.871,0.79,2,0.3445246651
1,5/4/23 16:21,23.6,55.3,1.41,0.79,0.335,0.872,1.41,0.335,0.872,0.79,2,0.3445246651
1,5/4/23 16:21,23.6,55.3,1.41,0.789,0.336,0.873,1.41,0.336,0.873,0.789,2,0.3455530969
1,5/4/23 16:22,23.6,55.3,1.41,0.789,0.335,0.873,1.41,0.335,0.873,0.789,2,0.3445246651
1,5/4/23 16:22,23.7,55.3,1.41,0.788,0.335,0.873,1.41,0.335,0.873,0.788,2,0.3459845154
1,5/4/23 16:22,23.7,55.3,1.41,0.788,0.335,0.873,1.41,0.335,0.873,0.788,2,0.3459845154
1,5/4/23 16:22,23.7,55.3,1.41,0.787,0.335,0.873,1.41,0.335,0.873,0.787,2,0.3459845154
1,5/4/23 16:22,23.7,55.3,1.41,0.787,0.335,0.873,1.41,0.335,0.873,0.787,2,0.3459845154
1,5/4/23 16:22,23.7,55.3,1.41,0.786,0.335,0.873,1.41,0.335,0.873,0.786,2,0.3459845154
1,5/4/23 16:22,23.7,55.3,1.41,0.785,0.336,0.874,1.41,0.336,0.874,0.785,2,0.347017305
1,5/4/23 16:22,23.7,55.3,1.41,0.784,0.338,0.875,1.41,0.338,0.875,0.784,2,0.3490828842
1,5/4/23 16:22,23.7,55.2,1.41,0.784,0.339,0.876,1.41,0.339,0.876,0.784,2,0.3494825532
1,5/4/23 16:22,23.7,55.2,1.41,0.784,0.34,0.878,1.41,0.34,0.878,0.784,2,0.3505134752
1,5/4/23 16:22,23.7,55.1,1.41,0.784,0.342,0.88,1.41,0.342,0.88,0.784,2,0.3519365957
1,5/4/23 16:22,23.7,55.1,1.41,0.783,0.344,0.883,1.41,0.344,0.883,0.783,2,0.3539947045
1,5/4/23 16:23,23.7,55.1,1.41,0.782,0.346,0.884,1.41,0.346,0.884,0.782,2,0.3560528132
1,5/4/23 16:23,23.7,55,1.41,0.782,0.345,0.885,1.41,0.345,0.885,0.782,2,0.3543794326
1,5/4/23 16:23,23.7,55,1.41,0.781,0.342,0.886,1.41,0.342,0.886,0.781,2,0.3512978723
1,5/4/23 16:23,23.7,55,1.41,0.78,0.341,0.886,1.41,0.34,0.886,0.78,2,0.3502706856
1,5/4/23 16:23,23.7,55,1.41,0.78,0.338,0.884,1.41,0.338,0.884,0.78,2,0.3471891253
