Sample_No,Time,Temperature,Humidity,TGS2602,TGS2603,TGS2620,TGS2600,TGS2610,TGS826,TGS822,Acetone_Conc.
0,5/6/2023 17:26,27.8,45.6,0.692,1.1,1.45,0.692,0.726,1.1,1.45,40
0,5/6/2023 17:27,27.8,45.5,0.671,1.1,1.45,0.669,0.726,1.1,1.45,40
0,5/6/2023 17:27,27.8,44.6,0.625,1.1,1.43,0.624,0.725,1.1,1.43,40
0,5/6/2023 17:27,27.8,43.1,0.603,1.09,1.42,0.603,0.721,1.09,1.42,40
0,5/6/2023 17:27,27.8,42.6,0.623,1.08,1.41,0.623,0.718,1.09,1.41,40
0,5/6/2023 17:27,27.8,42.5,0.612,1.09,1.41,0.612,0.718,1.09,1.41,40
0,5/6/2023 17:27,27.8,42.4,0.598,1.11,1.4,0.598,0.715,1.11,1.4,40
0,5/6/2023 17:27,27.8,42.3,0.592,1.12,1.4,0.592,0.713,1.12,1.4,40
0,5/6/2023 17:27,27.7,41.8,0.575,1.11,1.39,0.575,0.71,1.11,1.39,40
0,5/6/2023 17:27,27.7,40.8,0.544,1.09,1.37,0.543,0.706,1.09,1.37,40
0,5/6/2023 17:27,27.6,40.2,0.53,1.07,1.36,0.53,0.704,1.07,1.36,40
0,5/6/2023 17:27,27.6,39.9,0.521,1.06,1.36,0.521,0.702,1.06,1.36,40
0,5/6/2023 17:27,27.6,39.8,0.505,1.04,1.35,0.505,0.699,1.04,1.35,40
0,5/6/2023 17:28,27.5,39.8,0.495,1.04,1.34,0.495,0.697,1.04,1.34,40
0,5/6/2023 17:28,27.5,39.9,0.485,1.03,1.34,0.485,0.695,1.03,1.34,40
0,5/6/2023 17:28,27.4,39.8,0.474,1.01,1.33,0.474,0.692,1.01,1.33,40
0,5/6/2023 17:28,27.3,39.8,0.472,0.999,1.32,0.472,0.689,0.998,1.32,40
0,5/6/2023 17:28,27.2,39.8,0.472,0.99,1.32,0.472,0.686,0.99,1.32,40
0,5/6/2023 17:28,27.2,39.9,0.473,0.984,1.32,0.473,0.684,0.983,1.32,40
0,5/6/2023 17:28,27.2,40,0.474,0.979,1.32,0.474,0.681,0.979,1.32,40
0,5/6/2023 17:28,27.1,40,0.475,0.975,1.31,0.475,0.68,0.975,1.31,40
0,5/6/2023 17:28,27.1,40.2,0.473,0.968,1.31,0.473,0.678,0.968,1.31,40
0,5/6/2023 17:28,27,40.2,0.475,0.963,1.31,0.475,0.676,0.963,1.31,40
0,5/6/2023 17:28,27,40.3,0.477,0.961,1.31,0.477,0.675,0.961,1.31,40
0,5/6/2023 17:28,26.9,40.3,0.484,0.964,1.32,0.484,0.682,0.964,1.32,40
0,5/6/2023 17:29,26.9,40.2,0.486,0.967,1.34,0.485,0.691,0.967,1.34,40
0,5/6/2023 17:29,26.8,40.1,0.467,0.958,1.33,0.466,0.688,0.957,1.33,40
0,5/6/2023 17:29,26.7,40,0.455,0.946,1.32,0.455,0.684,0.946,1.32,40
0,5/6/2023 17:29,26.7,40,0.452,0.939,1.32,0.452,0.684,0.939,1.32,40
0,5/6/2023 17:29,26.6,40.1,0.451,0.933,1.32,0.451,0.683,0.933,1.32,40
0,5/6/2023 17:29,26.6,40.3,0.447,0.925,1.31,0.447,0.68,0.925,1.31,40
0,5/6/2023 17:29,26.5,40.4,0.441,0.915,1.31,0.441,0.677,0.915,1.31,40
0,5/6/2023 17:29,26.5,40.6,0.441,0.908,1.3,0.441,0.674,0.908,1.3,40
0,5/6/2023 17:29,26.5,40.7,0.441,0.902,1.3,0.441,0.671,0.902,1.3,40
0,5/6/2023 17:29,26.4,40.8,0.442,0.899,1.3,0.442,0.668,0.899,1.3,40
0,5/6/2023 17:29,26.4,40.9,0.443,0.897,1.3,0.443,0.666,0.897,1.3,40
0,5/6/2023 17:29,26.4,41,0.442,0.895,1.29,0.442,0.663,0.895,1.29,40
0,5/6/2023 17:30,26.3,41,0.441,0.891,1.29,0.441,0.66,0.891,1.29,40
0,5/6/2023 17:30,26.3,41,0.443,0.887,1.29,0.443,0.657,0.887,1.29,40
0,5/6/2023 17:30,26.3,41.1,0.446,0.883,1.29,0.446,0.655,0.883,1.29,40
0,5/6/2023 17:30,26.3,41.2,0.45,0.881,1.29,0.45,0.653,0.881,1.29,40
0,5/6/2023 17:30,26.3,41.2,0.452,0.881,1.29,0.452,0.651,0.881,1.29,40
0,5/6/2023 17:30,26.2,41.2,0.451,0.881,1.29,0.451,0.649,0.881,1.29,40
0,5/6/2023 17:30,26.2,41.3,0.454,0.883,1.29,0.454,0.647,0.883,1.29,40
0,5/6/2023 17:30,26.1,41.3,0.462,0.887,1.29,0.462,0.646,0.887,1.29,40
0,5/6/2023 17:30,26.1,41.4,0.461,0.882,1.27,0.46,0.631,0.882,1.27,40
0,5/6/2023 17:30,26.1,41.5,0.471,0.889,1.27,0.472,0.634,0.889,1.27,40
0,5/6/2023 17:30,26.1,41.5,0.478,0.895,1.28,0.478,0.637,0.895,1.28,40
0,5/6/2023 17:30,26.1,41.6,0.478,0.9,1.28,0.478,0.638,0.9,1.28,40
0,5/6/2023 17:31,26.1,41.7,0.478,0.905,1.29,0.478,0.638,0.905,1.29,40
0,5/6/2023 17:31,26.1,41.7,0.479,0.909,1.29,0.479,0.638,0.909,1.29,40
0,5/6/2023 17:31,26.1,41.8,0.48,0.913,1.29,0.48,0.637,0.913,1.29,40
0,5/6/2023 17:31,26.1,41.8,0.482,0.917,1.29,0.482,0.637,0.917,1.29,40
0,5/6/2023 17:31,26.1,41.8,0.484,0.922,1.29,0.485,0.637,0.922,1.29,40
0,5/6/2023 17:31,26.1,41.8,0.488,0.926,1.29,0.488,0.637,0.926,1.29,40
0,5/6/2023 17:31,26.2,41.9,0.49,0.93,1.29,0.49,0.637,0.93,1.29,40
0,5/6/2023 17:31,26.2,41.9,0.492,0.934,1.29,0.492,0.636,0.934,1.29,40
0,5/6/2023 17:31,26.2,41.9,0.494,0.938,1.29,0.494,0.636,0.938,1.29,40
0,5/6/2023 17:31,26.2,41.9,0.496,0.941,1.29,0.496,0.637,0.941,1.29,40
0,5/6/2023 17:31,26.2,41.9,0.498,0.945,1.29,0.498,0.636,0.945,1.29,40
0,5/6/2023 17:31,26.3,42,0.5,0.948,1.29,0.5,0.635,0.948,1.29,40
0,5/6/2023 17:32,26.3,42,0.501,0.95,1.29,0.501,0.633,0.95,1.28,40
0,5/6/2023 17:32,26.3,42,0.502,0.952,1.28,0.502,0.631,0.952,1.28,40
0,5/6/2023 17:32,26.3,42,0.502,0.954,1.28,0.502,0.63,0.954,1.28,40
0,5/6/2023 17:32,26.3,41.9,0.503,0.956,1.28,0.503,0.628,0.956,1.28,40
0,5/6/2023 17:32,26.3,41.9,0.504,0.958,1.28,0.504,0.626,0.958,1.28,40
0,5/6/2023 17:32,26.3,42,0.506,0.963,1.28,0.506,0.625,0.963,1.28,40
0,5/6/2023 17:32,26.4,42.2,0.507,0.969,1.28,0.507,0.625,0.969,1.28,40
0,5/6/2023 17:32,26.4,42.3,0.509,0.973,1.28,0.509,0.624,0.973,1.28,40
0,5/6/2023 17:32,26.4,42.4,0.52,0.98,1.28,0.52,0.624,0.98,1.28,40
0,5/6/2023 17:32,26.4,42.6,0.557,0.992,1.29,0.558,0.625,0.992,1.29,40
0,5/6/2023 17:32,26.5,42.7,0.602,1.01,1.29,0.604,0.626,1.01,1.29,40
0,5/6/2023 17:32,26.5,42.8,0.651,1.04,1.3,0.652,0.627,1.04,1.3,40
0,5/6/2023 17:33,26.4,42.8,0.743,1.08,1.32,0.757,0.629,1.08,1.32,40
0,5/6/2023 17:33,26.5,42.8,2,1.49,1.5,2.03,0.628,1.51,1.51,40
0,5/6/2023 17:33,26.5,42.6,2.58,1.93,1.76,2.59,0.627,1.94,1.76,40
0,5/6/2023 17:33,26.5,42.5,2.74,2.09,1.88,2.74,0.627,2.09,1.88,40
0,5/6/2023 17:33,26.5,42.5,2.8,2.15,1.93,2.8,0.624,2.15,1.93,40
0,5/6/2023 17:33,26.5,42.5,2.83,2.17,1.97,2.83,0.622,2.17,1.97,40
0,5/6/2023 17:33,26.6,42.5,2.85,2.19,1.99,2.85,0.62,2.19,2,40
0,5/6/2023 17:33,26.6,42.5,2.86,2.2,2.02,2.86,0.621,2.2,2.02,40
0,5/6/2023 17:33,26.6,42.5,2.87,2.21,2.04,2.87,0.623,2.21,2.04,40
0,5/6/2023 17:33,26.6,42.5,2.88,2.22,2.06,2.88,0.632,2.22,2.07,40
0,5/6/2023 17:33,26.6,42.4,2.89,2.23,2.08,2.89,0.636,2.23,2.08,40
0,5/6/2023 17:33,26.6,42.4,2.9,2.24,2.08,2.9,0.637,2.24,2.08,40
0,5/6/2023 17:34,26.7,42.4,2.9,2.24,2.09,2.9,0.636,2.24,2.09,40
0,5/6/2023 17:34,26.7,42.4,2.9,2.24,2.1,2.9,0.635,2.24,2.09,40
0,5/6/2023 17:34,26.7,42.4,2.91,2.24,2.1,2.9,0.633,2.24,2.1,40
0,5/6/2023 17:34,26.7,42.4,2.91,2.24,2.11,2.91,0.632,2.24,2.11,40
0,5/6/2023 17:34,26.7,42.4,2.91,2.24,2.11,2.91,0.632,2.24,2.11,40
0,5/6/2023 17:34,26.7,42.3,2.91,2.23,2.12,2.91,0.631,2.23,2.12,40
0,5/6/2023 17:34,26.8,42.4,2.91,2.24,2.12,2.91,0.631,2.24,2.13,40
0,5/6/2023 17:34,26.8,42.3,2.91,2.24,2.13,2.91,0.631,2.24,2.13,40
0,5/6/2023 17:34,26.8,42.3,2.91,2.23,2.14,2.91,0.631,2.23,2.14,40
0,5/6/2023 17:34,26.8,42.3,2.91,2.23,2.14,2.91,0.631,2.23,2.14,40
0,5/6/2023 17:34,26.9,42.3,2.91,2.23,2.15,2.91,0.63,2.23,2.15,40
0,5/6/2023 17:34,26.9,42.2,2.92,2.23,2.15,2.92,0.63,2.23,2.15,40
0,5/6/2023 17:35,26.9,42.2,2.92,2.23,2.16,2.92,0.63,2.23,2.15,40
0,5/6/2023 17:35,26.9,42.2,2.92,2.23,2.16,2.92,0.63,2.23,2.16,40
0,5/6/2023 17:35,26.9,42.2,2.92,2.23,2.16,2.92,0.63,2.23,2.16,40
0,5/6/2023 17:35,26.9,42.2,2.92,2.23,2.17,2.92,0.63,2.23,2.17,40
0,5/6/2023 17:35,27,42.2,2.92,2.23,2.17,2.92,0.63,2.23,2.17,40
0,5/6/2023 17:35,27,42.2,2.92,2.23,2.17,2.92,0.63,2.23,2.17,40
0,5/6/2023 17:35,27,42.2,2.92,2.23,2.18,2.92,0.63,2.23,2.18,40
0,5/6/2023 17:35,27,42.1,2.92,2.23,2.18,2.92,0.63,2.23,2.18,40
0,5/6/2023 17:35,27,42.1,2.92,2.23,2.18,2.92,0.629,2.23,2.18,40
0,5/6/2023 17:35,27.1,42.1,2.92,2.23,2.19,2.92,0.629,2.23,2.19,40
0,5/6/2023 17:35,27.1,42.1,2.92,2.23,2.19,2.92,0.629,2.23,2.19,40
1,5/6/2023 17:35,27.1,42.1,2.92,2.23,2.19,2.92,0.627,2.23,2.19,40
1,5/6/2023 17:36,27.1,42.1,2.91,2.22,2.19,2.91,0.627,2.22,2.19,40
1,5/6/2023 17:36,27.1,42,2.91,2.22,2.19,2.91,0.627,2.22,2.19,40
1,5/6/2023 17:36,27.1,42,2.9,2.22,2.19,2.9,0.626,2.22,2.19,40
1,5/6/2023 17:36,27.1,42,2.9,2.21,2.19,2.9,0.625,2.21,2.19,40
1,5/6/2023 17:36,27.1,41.9,2.91,2.22,2.2,2.91,0.629,2.22,2.2,40
1,5/6/2023 17:36,27.1,41.9,2.81,2.18,2.15,2.81,0.631,2.18,2.15,40
1,5/6/2023 17:36,27.1,41.4,2.47,2.06,2.02,2.46,0.631,2.06,2.01,40
1,5/6/2023 17:36,27.1,40.9,2.03,1.93,1.92,2.02,0.634,1.93,1.91,40
1,5/6/2023 17:36,27.1,40.6,1.58,1.81,1.85,1.57,0.634,1.8,1.84,40
1,5/6/2023 17:36,27.1,40.4,1.21,1.69,1.79,1.2,0.634,1.69,1.79,40
1,5/6/2023 17:36,27,40.4,0.967,1.59,1.75,0.962,0.634,1.59,1.75,40
1,5/6/2023 17:36,27,40.4,0.808,1.51,1.72,0.805,0.633,1.51,1.72,40
1,5/6/2023 17:37,27,40.4,0.711,1.44,1.7,0.709,0.632,1.44,1.7,40
1,5/6/2023 17:37,26.9,40.3,0.658,1.39,1.68,0.657,0.632,1.39,1.68,40
1,5/6/2023 17:37,26.9,40.3,0.617,1.34,1.66,0.616,0.632,1.34,1.66,40
1,5/6/2023 17:37,26.8,40.4,0.593,1.3,1.64,0.593,0.631,1.3,1.64,40
1,5/6/2023 17:37,26.8,40.4,0.579,1.27,1.63,0.579,0.632,1.27,1.63,40
1,5/6/2023 17:37,26.7,40.5,0.575,1.24,1.62,0.575,0.63,1.24,1.62,40
1,5/6/2023 17:37,26.7,40.6,0.591,1.22,1.61,0.591,0.629,1.22,1.61,40
1,5/6/2023 17:37,26.6,40.6,0.626,1.21,1.6,0.627,0.627,1.21,1.6,40
1,5/6/2023 17:37,26.5,40.7,0.64,1.21,1.59,0.641,0.627,1.21,1.59,40
1,5/6/2023 17:37,26.5,40.8,0.644,1.2,1.59,0.644,0.628,1.2,1.59,40
1,5/6/2023 17:37,26.5,40.8,0.649,1.19,1.58,0.649,0.625,1.19,1.58,40
1,5/6/2023 17:37,26.4,40.8,0.652,1.18,1.57,0.652,0.624,1.18,1.57,40
1,5/6/2023 17:38,26.4,40.9,0.652,1.17,1.56,0.652,0.623,1.17,1.56,40
1,5/6/2023 17:38,26.3,41,0.655,1.16,1.55,0.655,0.622,1.16,1.55,40
1,5/6/2023 17:38,26.3,41,0.649,1.15,1.55,0.649,0.621,1.15,1.55,40
1,5/6/2023 17:38,26.3,41.1,0.626,1.14,1.54,0.626,0.62,1.14,1.54,40
1,5/6/2023 17:38,26.2,41.1,0.614,1.12,1.53,0.614,0.621,1.12,1.53,40
1,5/6/2023 17:38,26.2,41.2,0.607,1.11,1.53,0.607,0.62,1.11,1.53,40
1,5/6/2023 17:38,26.2,41.3,0.593,1.1,1.52,0.593,0.618,1.1,1.52,40
1,5/6/2023 17:38,26.1,41.3,0.587,1.08,1.51,0.587,0.616,1.08,1.51,40
1,5/6/2023 17:38,26.1,41.4,0.581,1.07,1.51,0.581,0.616,1.07,1.51,40
1,5/6/2023 17:38,26.1,41.4,0.572,1.06,1.5,0.571,0.618,1.06,1.5,40
1,5/6/2023 17:38,26,41.4,0.554,1.05,1.5,0.554,0.619,1.05,1.5,40
1,5/6/2023 17:38,26,41.5,0.536,1.03,1.49,0.536,0.619,1.03,1.49,40
1,5/6/2023 17:39,26,41.5,0.522,1.02,1.49,0.522,0.619,1.02,1.49,40
1,5/6/2023 17:39,25.9,41.5,0.518,1.01,1.48,0.518,0.619,1.01,1.48,40
1,5/6/2023 17:39,25.9,41.5,0.525,0.998,1.47,0.525,0.618,0.998,1.47,40
1,5/6/2023 17:39,25.9,41.5,0.533,0.994,1.47,0.533,0.616,0.994,1.47,40
1,5/6/2023 17:39,25.9,41.6,0.539,0.992,1.46,0.539,0.614,0.991,1.46,40
1,5/6/2023 17:39,25.9,41.6,0.538,0.989,1.46,0.538,0.611,0.989,1.45,40
1,5/6/2023 17:39,25.8,41.6,0.534,0.984,1.45,0.534,0.609,0.984,1.45,40
1,5/6/2023 17:39,25.8,41.6,0.544,0.985,1.44,0.544,0.606,0.985,1.44,40
1,5/6/2023 17:39,25.8,41.6,0.56,0.99,1.44,0.561,0.605,0.991,1.44,40
1,5/6/2023 17:39,25.8,41.7,0.568,0.994,1.44,0.568,0.605,0.994,1.44,40
1,5/6/2023 17:39,25.8,41.7,0.556,0.989,1.44,0.556,0.605,0.989,1.44,40
1,5/6/2023 17:39,25.8,41.7,0.54,0.981,1.43,0.54,0.605,0.981,1.43,40
1,5/6/2023 17:40,25.8,41.8,0.532,0.973,1.43,0.531,0.605,0.973,1.43,40
1,5/6/2023 17:40,25.8,41.9,0.526,0.966,1.43,0.526,0.605,0.966,1.42,40
1,5/6/2023 17:40,25.7,41.9,0.523,0.96,1.42,0.523,0.604,0.96,1.42,40
1,5/6/2023 17:40,25.7,41.9,0.522,0.955,1.42,0.522,0.604,0.955,1.42,40
1,5/6/2023 17:40,25.7,42.1,0.524,0.953,1.42,0.524,0.605,0.953,1.42,40
1,5/6/2023 17:40,25.6,42.2,0.525,0.95,1.42,0.525,0.606,0.95,1.42,40
1,5/6/2023 17:40,25.6,42.3,0.526,0.949,1.42,0.526,0.608,0.949,1.42,40
1,5/6/2023 17:40,25.6,42.4,0.526,0.949,1.42,0.526,0.61,0.949,1.42,40
1,5/6/2023 17:40,25.6,42.4,0.526,0.948,1.42,0.526,0.611,0.948,1.42,40
1,5/6/2023 17:40,25.6,42.5,0.526,0.947,1.41,0.526,0.61,0.947,1.41,40
1,5/6/2023 17:40,25.6,42.5,0.529,0.948,1.41,0.529,0.612,0.948,1.41,40
1,5/6/2023 17:40,25.6,42.6,0.531,0.949,1.41,0.531,0.612,0.949,1.41,40
1,5/6/2023 17:41,25.7,42.6,0.534,0.95,1.41,0.534,0.611,0.95,1.41,40
1,5/6/2023 17:41,25.7,42.6,0.538,0.951,1.4,0.538,0.611,0.951,1.4,40
1,5/6/2023 17:41,25.7,42.6,0.541,0.953,1.4,0.541,0.611,0.953,1.4,40
