Sample_No,Time,Temperature,Humidity,TGS2602,TGS2603,TGS2620,TGS2600,TGS2610,TGS826,TGS822,Acetone_Conc.
4,5/6/2023 18:04,26.4,43.1,1.32,1.45,1.43,1.32,0.577,1.45,1.43,40
4,5/6/2023 18:04,26.5,43.1,1.32,1.45,1.43,1.32,0.578,1.45,1.43,40
4,5/6/2023 18:04,26.5,43.1,1.32,1.45,1.43,1.32,0.578,1.45,1.43,40
4,5/6/2023 18:04,26.5,43,1.31,1.45,1.43,1.31,0.578,1.45,1.43,40
4,5/6/2023 18:04,26.5,43,1.31,1.46,1.44,1.31,0.579,1.46,1.44,40
4,5/6/2023 18:04,26.5,43,1.31,1.46,1.44,1.31,0.579,1.46,1.44,40
4,5/6/2023 18:04,26.5,42.9,1.31,1.46,1.44,1.31,0.579,1.46,1.44,40
4,5/6/2023 18:04,26.6,43,1.31,1.46,1.44,1.31,0.58,1.46,1.44,40
4,5/6/2023 18:04,26.6,43,1.31,1.46,1.44,1.31,0.58,1.46,1.44,40
4,5/6/2023 18:04,26.6,42.9,1.31,1.46,1.44,1.31,0.581,1.46,1.44,40
4,5/6/2023 18:05,26.6,42.9,1.31,1.46,1.44,1.31,0.581,1.46,1.44,40
4,5/6/2023 18:05,26.6,42.9,1.31,1.46,1.44,1.31,0.582,1.46,1.44,40
4,5/6/2023 18:05,26.6,42.8,1.31,1.46,1.44,1.31,0.582,1.46,1.44,40
4,5/6/2023 18:05,26.6,42.8,1.31,1.47,1.44,1.31,0.582,1.47,1.44,40
4,5/6/2023 18:05,26.7,42.8,1.31,1.47,1.44,1.31,0.583,1.47,1.44,40
4,5/6/2023 18:05,26.7,42.8,1.31,1.47,1.44,1.31,0.583,1.47,1.44,40
4,5/6/2023 18:05,26.7,42.8,1.31,1.47,1.45,1.31,0.583,1.47,1.45,40
4,5/6/2023 18:05,26.7,42.8,1.31,1.47,1.45,1.31,0.584,1.47,1.45,40
4,5/6/2023 18:05,26.7,42.7,1.31,1.47,1.45,1.31,0.584,1.47,1.45,40
4,5/6/2023 18:05,26.7,42.7,1.31,1.47,1.45,1.31,0.584,1.47,1.45,40
4,5/6/2023 18:05,26.7,42.7,1.31,1.47,1.45,1.31,0.584,1.47,1.45,40
4,5/6/2023 18:05,26.8,42.7,1.31,1.47,1.45,1.31,0.584,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.7,1.31,1.47,1.45,1.31,0.585,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.7,1.31,1.47,1.45,1.31,0.585,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.6,1.31,1.47,1.45,1.31,0.585,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.6,1.31,1.47,1.45,1.31,0.585,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.6,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.6,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.6,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.5,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:06,26.8,42.5,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:06,26.9,42.5,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:06,26.9,42.5,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:06,26.9,42.5,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:07,26.9,42.5,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:07,26.9,42.5,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:07,26.9,42.4,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:07,26.9,42.4,1.31,1.47,1.45,1.31,0.586,1.47,1.45,40
4,5/6/2023 18:07,26.9,42.4,1.3,1.47,1.45,1.3,0.586,1.47,1.45,40
4,5/6/2023 18:07,26.9,42.4,1.3,1.47,1.45,1.3,0.586,1.47,1.45,40
4,5/6/2023 18:07,26.9,42.4,1.3,1.47,1.45,1.3,0.587,1.47,1.45,40
4,5/6/2023 18:07,27,42.4,1.3,1.47,1.45,1.3,0.588,1.47,1.45,40
4,5/6/2023 18:07,27,42.4,1.3,1.47,1.45,1.3,0.588,1.47,1.45,40
4,5/6/2023 18:07,27,42.4,1.3,1.47,1.45,1.3,0.588,1.47,1.45,40
4,5/6/2023 18:07,27,42.4,1.3,1.47,1.45,1.3,0.587,1.47,1.45,40
4,5/6/2023 18:07,27,42.4,1.3,1.47,1.45,1.3,0.588,1.47,1.45,40
4,5/6/2023 18:08,27,42.3,1.3,1.47,1.45,1.3,0.588,1.47,1.45,40
4,5/6/2023 18:08,27,42.3,1.27,1.46,1.45,1.27,0.588,1.46,1.45,40
4,5/6/2023 18:08,27,42,1.12,1.41,1.43,1.11,0.589,1.41,1.43,40
4,5/6/2023 18:08,27,41.4,0.927,1.34,1.4,0.922,0.59,1.33,1.4,40
4,5/6/2023 18:08,27,41,0.788,1.27,1.38,0.785,0.591,1.26,1.38,40
4,5/6/2023 18:08,26.9,40.8,0.694,1.2,1.36,0.692,0.591,1.2,1.36,40
4,5/6/2023 18:08,26.9,40.7,0.643,1.16,1.35,0.642,0.592,1.15,1.35,40
4,5/6/2023 18:08,26.8,40.7,0.608,1.12,1.34,0.608,0.592,1.12,1.34,40
4,5/6/2023 18:08,26.7,40.7,0.583,1.09,1.34,0.582,0.592,1.09,1.34,40
4,5/6/2023 18:08,26.7,40.8,0.564,1.06,1.33,0.563,0.592,1.06,1.33,40
4,5/6/2023 18:08,26.6,40.8,0.558,1.04,1.32,0.558,0.591,1.04,1.32,40
4,5/6/2023 18:08,26.6,40.8,0.556,1.03,1.32,0.556,0.591,1.03,1.32,40
4,5/6/2023 18:09,26.6,40.9,0.553,1.02,1.32,0.553,0.59,1.02,1.32,40
4,5/6/2023 18:09,26.5,41,0.549,1.01,1.31,0.549,0.59,1.01,1.31,40
4,5/6/2023 18:09,26.5,41,0.559,1,1.31,0.559,0.59,1,1.31,40
4,5/6/2023 18:09,26.4,41.1,0.58,1.01,1.31,0.58,0.589,1.01,1.31,40
4,5/6/2023 18:09,26.4,41.1,0.58,1,1.31,0.58,0.588,1,1.31,40
4,5/6/2023 18:09,26.3,41.2,0.571,0.996,1.31,0.571,0.588,0.996,1.31,40
4,5/6/2023 18:09,26.3,41.3,0.561,0.988,1.31,0.561,0.587,0.988,1.31,40
4,5/6/2023 18:09,26.3,41.5,0.561,0.982,1.31,0.561,0.586,0.982,1.31,40
4,5/6/2023 18:09,26.2,41.5,0.571,0.982,1.31,0.571,0.586,0.982,1.31,40
4,5/6/2023 18:09,26.2,41.5,0.581,0.984,1.3,0.581,0.585,0.984,1.3,40
4,5/6/2023 18:09,26.1,41.4,0.581,0.983,1.3,0.581,0.584,0.983,1.3,40
4,5/6/2023 18:09,26.1,41.5,0.579,0.982,1.3,0.578,0.583,0.982,1.3,40
4,5/6/2023 18:10,26.1,41.6,0.561,0.975,1.3,0.56,0.583,0.975,1.3,40
4,5/6/2023 18:10,26.1,41.7,0.547,0.966,1.3,0.547,0.583,0.965,1.3,40
4,5/6/2023 18:10,26,41.8,0.547,0.96,1.3,0.547,0.582,0.96,1.3,40
4,5/6/2023 18:10,26,41.8,0.548,0.956,1.3,0.548,0.582,0.956,1.3,40
4,5/6/2023 18:10,26,41.8,0.552,0.954,1.29,0.552,0.581,0.954,1.29,40
4,5/6/2023 18:10,25.9,41.7,0.558,0.955,1.29,0.558,0.58,0.954,1.29,40
4,5/6/2023 18:10,25.9,41.7,0.57,0.96,1.29,0.57,0.58,0.96,1.29,40
4,5/6/2023 18:10,25.9,41.7,0.579,0.965,1.29,0.579,0.579,0.965,1.29,40
4,5/6/2023 18:10,25.9,41.8,0.584,0.967,1.29,0.585,0.579,0.967,1.29,40
4,5/6/2023 18:10,25.8,41.7,0.584,0.967,1.29,0.584,0.579,0.967,1.29,40
4,5/6/2023 18:10,25.8,41.8,0.575,0.965,1.29,0.575,0.579,0.965,1.29,40
4,5/6/2023 18:10,25.8,41.9,0.565,0.962,1.29,0.565,0.579,0.961,1.29,40
4,5/6/2023 18:11,25.8,42,0.561,0.959,1.29,0.561,0.579,0.959,1.29,40
4,5/6/2023 18:11,25.7,42,0.555,0.955,1.29,0.555,0.578,0.954,1.29,40
4,5/6/2023 18:11,25.7,42,0.547,0.947,1.28,0.547,0.577,0.947,1.28,40
4,5/6/2023 18:11,25.7,42,0.539,0.938,1.28,0.539,0.577,0.938,1.28,40
4,5/6/2023 18:11,25.6,42,0.53,0.929,1.28,0.53,0.576,0.929,1.28,40
4,5/6/2023 18:11,25.6,42,0.524,0.921,1.28,0.524,0.575,0.921,1.28,40
4,5/6/2023 18:11,25.6,42.1,0.522,0.916,1.28,0.522,0.574,0.916,1.28,40
4,5/6/2023 18:11,25.6,42.1,0.522,0.914,1.27,0.522,0.573,0.914,1.27,40
4,5/6/2023 18:11,25.6,42.2,0.524,0.914,1.27,0.524,0.574,0.914,1.27,40
4,5/6/2023 18:11,25.5,42.2,0.527,0.914,1.27,0.527,0.573,0.914,1.27,40
4,5/6/2023 18:11,25.5,42.2,0.53,0.915,1.27,0.53,0.573,0.915,1.27,40
4,5/6/2023 18:11,25.6,42.3,0.532,0.916,1.27,0.532,0.573,0.916,1.27,40
4,5/6/2023 18:12,25.6,42.4,0.535,0.917,1.27,0.535,0.573,0.917,1.27,40
4,5/6/2023 18:12,25.6,42.4,0.538,0.919,1.27,0.538,0.574,0.919,1.27,40
4,5/6/2023 18:12,25.6,42.4,0.54,0.921,1.27,0.541,0.574,0.921,1.27,40
4,5/6/2023 18:12,25.6,42.4,0.543,0.922,1.27,0.543,0.574,0.922,1.27,40
4,5/6/2023 18:12,25.6,42.4,0.545,0.924,1.27,0.546,0.574,0.924,1.27,40
4,5/6/2023 18:12,25.7,42.5,0.548,0.926,1.27,0.548,0.574,0.926,1.27,40
4,5/6/2023 18:12,25.7,42.5,0.55,0.928,1.27,0.55,0.574,0.928,1.27,40
4,5/6/2023 18:12,25.7,42.5,0.552,0.93,1.27,0.552,0.575,0.93,1.27,40
4,5/6/2023 18:12,25.7,42.4,0.554,0.931,1.27,0.554,0.575,0.932,1.27,40
4,5/6/2023 18:12,25.7,42.4,0.556,0.933,1.27,0.556,0.575,0.933,1.27,40
4,5/6/2023 18:12,25.8,42.5,0.558,0.935,1.27,0.558,0.575,0.935,1.27,40
5,5/6/2023 18:12,25.8,42.5,0.56,0.937,1.27,0.56,0.576,0.937,1.27,40
5,5/6/2023 18:13,25.8,42.4,0.562,0.939,1.27,0.562,0.576,0.939,1.27,40
5,5/6/2023 18:13,25.8,42.4,0.564,0.941,1.27,0.564,0.577,0.941,1.27,40
5,5/6/2023 18:13,25.8,42.4,0.566,0.943,1.27,0.566,0.577,0.943,1.27,40
5,5/6/2023 18:13,25.8,42.4,0.567,0.944,1.27,0.567,0.576,0.944,1.27,40
5,5/6/2023 18:13,25.9,42.4,0.568,0.945,1.27,0.568,0.576,0.945,1.27,40
5,5/6/2023 18:13,25.9,42.3,0.569,0.946,1.27,0.569,0.575,0.946,1.27,40
5,5/6/2023 18:13,25.9,42.3,0.57,0.947,1.27,0.57,0.574,0.947,1.27,40
5,5/6/2023 18:13,25.9,42.3,0.57,0.948,1.27,0.57,0.574,0.949,1.27,40
5,5/6/2023 18:13,26,42.3,0.572,0.95,1.27,0.572,0.574,0.95,1.27,40
5,5/6/2023 18:13,26,42.3,0.573,0.952,1.27,0.573,0.575,0.952,1.27,40
5,5/6/2023 18:13,26,42.2,0.574,0.954,1.27,0.574,0.575,0.954,1.27,40
5,5/6/2023 18:13,26,42.2,0.575,0.956,1.27,0.575,0.575,0.956,1.27,40
5,5/6/2023 18:14,26.1,42.2,0.578,0.958,1.27,0.578,0.577,0.958,1.27,40
5,5/6/2023 18:14,26.1,42.2,0.58,0.962,1.27,0.581,0.579,0.962,1.27,40
5,5/6/2023 18:14,26.1,42.2,0.583,0.964,1.28,0.583,0.581,0.964,1.28,40
5,5/6/2023 18:14,26.1,42.1,0.585,0.966,1.28,0.585,0.581,0.966,1.28,40
5,5/6/2023 18:14,26.1,42.1,0.586,0.967,1.27,0.586,0.58,0.967,1.27,40
5,5/6/2023 18:14,26.2,42.2,0.584,0.966,1.27,0.584,0.576,0.966,1.27,40
5,5/6/2023 18:14,26.2,42.2,0.585,0.969,1.27,0.585,0.575,0.969,1.27,40
5,5/6/2023 18:14,26.2,42.5,0.616,0.981,1.27,0.618,0.575,0.982,1.27,40
5,5/6/2023 18:14,26.2,42.9,0.729,1.02,1.29,0.733,0.575,1.02,1.29,40
5,5/6/2023 18:14,26.2,43.4,0.843,1.06,1.31,0.845,0.573,1.06,1.31,40
5,5/6/2023 18:14,26.2,43.6,0.903,1.1,1.32,0.904,0.57,1.1,1.32,40
5,5/6/2023 18:14,26.2,43.6,0.928,1.12,1.33,0.928,0.568,1.12,1.33,40
5,5/6/2023 18:15,26.3,43.7,0.935,1.14,1.33,0.935,0.567,1.14,1.33,40
5,5/6/2023 18:15,26.3,43.7,0.937,1.15,1.34,0.937,0.567,1.15,1.34,40
5,5/6/2023 18:15,26.3,43.6,0.937,1.16,1.34,0.937,0.567,1.16,1.34,40
5,5/6/2023 18:15,26.3,43.6,0.935,1.16,1.34,0.935,0.567,1.16,1.34,40
5,5/6/2023 18:15,26.3,43.6,0.932,1.16,1.35,0.932,0.567,1.16,1.35,40
5,5/6/2023 18:15,26.3,43.6,0.928,1.17,1.35,0.928,0.566,1.17,1.35,40
5,5/6/2023 18:15,26.3,43.6,0.923,1.17,1.35,0.923,0.566,1.17,1.35,40
5,5/6/2023 18:15,26.3,43.6,0.918,1.17,1.35,0.918,0.566,1.17,1.35,40
5,5/6/2023 18:15,26.3,43.6,0.914,1.17,1.35,0.914,0.566,1.17,1.35,40
5,5/6/2023 18:15,26.4,43.6,0.91,1.17,1.35,0.91,0.567,1.17,1.35,40
5,5/6/2023 18:15,26.4,43.6,0.909,1.17,1.35,0.908,0.57,1.17,1.35,40
5,5/6/2023 18:15,26.4,43.5,0.905,1.17,1.35,0.905,0.571,1.17,1.35,40
5,5/6/2023 18:16,26.4,43.5,0.901,1.17,1.35,0.901,0.57,1.17,1.35,40
5,5/6/2023 18:16,26.4,43.4,0.898,1.17,1.35,0.898,0.57,1.17,1.35,40
5,5/6/2023 18:16,26.4,43.4,0.895,1.18,1.35,0.895,0.571,1.17,1.35,40
5,5/6/2023 18:16,26.5,43.4,0.892,1.17,1.35,0.892,0.57,1.17,1.35,40
5,5/6/2023 18:16,26.5,43.4,0.889,1.17,1.35,0.889,0.569,1.17,1.35,40
5,5/6/2023 18:16,26.5,43.4,0.886,1.17,1.35,0.886,0.569,1.17,1.35,40
5,5/6/2023 18:16,26.5,43.4,0.883,1.17,1.35,0.883,0.568,1.17,1.35,40
5,5/6/2023 18:16,26.5,43.3,0.881,1.17,1.35,0.881,0.568,1.17,1.35,40
5,5/6/2023 18:16,26.6,43.4,0.877,1.17,1.35,0.877,0.567,1.17,1.35,40
5,5/6/2023 18:16,26.6,43.3,0.875,1.17,1.35,0.875,0.566,1.17,1.35,40
5,5/6/2023 18:16,26.6,43.3,0.876,1.17,1.35,0.876,0.571,1.17,1.35,40
5,5/6/2023 18:16,26.6,43.2,0.876,1.18,1.36,0.876,0.574,1.18,1.36,40
5,5/6/2023 18:17,26.6,43.2,0.875,1.18,1.36,0.874,0.575,1.18,1.36,40
5,5/6/2023 18:17,26.6,43.2,0.874,1.18,1.36,0.874,0.575,1.18,1.36,40
5,5/6/2023 18:17,26.6,43.2,0.873,1.18,1.36,0.873,0.576,1.18,1.36,40
5,5/6/2023 18:17,26.6,43.1,0.874,1.18,1.36,0.874,0.577,1.18,1.36,40
5,5/6/2023 18:17,26.7,43.1,0.875,1.19,1.37,0.875,0.58,1.19,1.37,40
5,5/6/2023 18:17,26.7,43.1,0.875,1.19,1.37,0.875,0.581,1.19,1.37,40
5,5/6/2023 18:17,26.7,43.1,0.875,1.19,1.37,0.875,0.581,1.19,1.37,40
5,5/6/2023 18:17,26.7,43.1,0.875,1.19,1.37,0.875,0.581,1.19,1.37,40
5,5/6/2023 18:17,26.7,43.1,0.874,1.19,1.36,0.874,0.581,1.19,1.36,40
5,5/6/2023 18:17,26.7,43,0.873,1.19,1.36,0.873,0.579,1.19,1.36,40
5,5/6/2023 18:17,26.7,43,0.871,1.19,1.36,0.871,0.578,1.19,1.36,40
5,5/6/2023 18:17,26.7,43,0.869,1.18,1.36,0.869,0.576,1.18,1.36,40
5,5/6/2023 18:18,26.7,42.9,0.866,1.18,1.35,0.866,0.574,1.18,1.35,40
5,5/6/2023 18:18,26.8,43,0.865,1.18,1.35,0.865,0.573,1.18,1.35,40
5,5/6/2023 18:18,26.8,43,0.863,1.18,1.35,0.863,0.572,1.18,1.35,40
5,5/6/2023 18:18,26.8,43,0.861,1.18,1.35,0.86,0.571,1.18,1.35,40
5,5/6/2023 18:18,26.8,42.8,0.846,1.18,1.36,0.845,0.578,1.18,1.36,40
5,5/6/2023 18:18,26.8,42.3,0.786,1.16,1.35,0.784,0.583,1.15,1.35,40
5,5/6/2023 18:18,26.8,41.6,0.713,1.12,1.34,0.712,0.584,1.12,1.34,40
5,5/6/2023 18:18,26.7,41.3,0.66,1.09,1.33,0.659,0.584,1.09,1.33,40
5,5/6/2023 18:18,26.7,41.2,0.622,1.06,1.32,0.621,0.584,1.06,1.32,40
5,5/6/2023 18:18,26.6,41.1,0.601,1.04,1.31,0.6,0.583,1.04,1.31,40
5,5/6/2023 18:18,26.6,41.1,0.59,1.03,1.31,0.589,0.583,1.03,1.31,40
5,5/6/2023 18:18,26.6,41.1,0.581,1.02,1.3,0.581,0.582,1.02,1.3,40
5,5/6/2023 18:19,26.5,41,0.576,1.01,1.3,0.576,0.583,1.01,1.3,40
5,5/6/2023 18:19,26.5,41,0.571,1,1.3,0.571,0.582,1,1.3,40
5,5/6/2023 18:19,26.4,41,0.57,0.997,1.29,0.57,0.581,0.997,1.29,40
5,5/6/2023 18:19,26.4,41,0.577,0.996,1.29,0.578,0.58,0.996,1.29,40
5,5/6/2023 18:19,26.4,41.1,0.584,0.998,1.29,0.584,0.578,0.998,1.29,40
5,5/6/2023 18:19,26.3,41.1,0.594,1,1.29,0.595,0.577,1,1.29,40
5,5/6/2023 18:19,26.3,41.1,0.609,1.01,1.29,0.61,0.577,1.01,1.29,40
5,5/6/2023 18:19,26.3,41.2,0.618,1.02,1.29,0.619,0.577,1.02,1.29,40
5,5/6/2023 18:19,26.3,41.2,0.616,1.02,1.29,0.616,0.576,1.02,1.29,40
5,5/6/2023 18:19,26.2,41.2,0.615,1.02,1.29,0.615,0.575,1.02,1.29,40
5,5/6/2023 18:19,26.2,41.3,0.599,1.02,1.29,0.599,0.576,1.02,1.29,40
5,5/6/2023 18:19,26.1,41.3,0.586,1.01,1.29,0.585,0.576,1.01,1.29,40
5,5/6/2023 18:20,26.1,41.3,0.577,1,1.29,0.577,0.577,1,1.29,40
5,5/6/2023 18:20,26.1,41.4,0.571,0.994,1.29,0.571,0.577,0.994,1.29,40
5,5/6/2023 18:20,26.1,41.4,0.563,0.986,1.29,0.563,0.577,0.986,1.29,40
5,5/6/2023 18:20,26,41.4,0.554,0.978,1.29,0.553,0.577,0.978,1.29,40
5,5/6/2023 18:20,26,41.5,0.544,0.97,1.28,0.544,0.577,0.97,1.28,40
5,5/6/2023 18:20,25.9,41.5,0.535,0.962,1.28,0.535,0.577,0.962,1.28,40
5,5/6/2023 18:20,25.9,41.5,0.53,0.953,1.28,0.53,0.577,0.953,1.28,40
5,5/6/2023 18:20,25.9,41.6,0.528,0.946,1.28,0.528,0.576,0.946,1.28,40
5,5/6/2023 18:20,25.8,41.7,0.525,0.939,1.27,0.525,0.573,0.939,1.27,40
5,5/6/2023 18:20,25.9,41.8,0.526,0.935,1.27,0.526,0.572,0.935,1.27,40
5,5/6/2023 18:20,25.8,41.8,0.528,0.933,1.27,0.528,0.572,0.933,1.27,40
0,5/6/2023 18:20,25.8,41.8,0.53,0.931,1.27,0.53,0.573,0.931,1.27,40
0,5/6/2023 18:21,25.8,41.9,0.533,0.93,1.27,0.533,0.573,0.93,1.27,40
0,5/6/2023 18:21,25.8,41.9,0.536,0.93,1.27,0.536,0.573,0.93,1.27,40
0,5/6/2023 18:21,25.9,42,0.538,0.93,1.27,0.538,0.573,0.93,1.27,40
0,5/6/2023 18:21,25.9,42,0.541,0.931,1.27,0.541,0.573,0.931,1.27,40
0,5/6/2023 18:21,25.9,42,0.544,0.932,1.27,0.544,0.573,0.932,1.27,40
0,5/6/2023 18:21,25.9,42,0.547,0.933,1.27,0.547,0.574,0.933,1.27,40
0,5/6/2023 18:21,25.9,42,0.549,0.934,1.27,0.549,0.574,0.934,1.27,40
0,5/6/2023 18:21,25.9,42,0.551,0.935,1.27,0.551,0.573,0.935,1.27,40
0,5/6/2023 18:21,25.9,42,0.553,0.936,1.27,0.553,0.573,0.936,1.27,40
0,5/6/2023 18:21,25.9,42,0.556,0.937,1.27,0.556,0.574,0.938,1.27,40
0,5/6/2023 18:21,26,42.1,0.557,0.939,1.27,0.557,0.573,0.939,1.27,40
0,5/6/2023 18:21,26,42.1,0.559,0.94,1.27,0.559,0.573,0.94,1.27,40
0,5/6/2023 18:22,26,42.1,0.561,0.941,1.27,0.561,0.574,0.941,1.27,40
0,5/6/2023 18:22,26,42,0.562,0.943,1.27,0.562,0.573,0.943,1.27,40
0,5/6/2023 18:22,26,42,0.564,0.944,1.27,0.564,0.573,0.944,1.27,40
0,5/6/2023 18:22,26,42,0.565,0.946,1.27,0.566,0.574,0.946,1.27,40
0,5/6/2023 18:22,26,42,0.567,0.948,1.27,0.568,0.575,0.948,1.27,40
0,5/6/2023 18:22,26.1,42,0.569,0.949,1.27,0.569,0.575,0.949,1.27,40
0,5/6/2023 18:22,26.1,42,0.57,0.951,1.27,0.57,0.574,0.951,1.27,40
0,5/6/2023 18:22,26.1,42,0.571,0.951,1.27,0.571,0.574,0.951,1.27,40
0,5/6/2023 18:22,26.1,42,0.572,0.952,1.27,0.572,0.572,0.952,1.27,40
0,5/6/2023 18:22,26.1,42,0.572,0.952,1.27,0.572,0.571,0.952,1.27,40
0,5/6/2023 18:22,26.2,42,0.573,0.954,1.27,0.573,0.571,0.954,1.27,40
0,5/6/2023 18:22,26.2,42,0.578,0.959,1.28,0.578,0.577,0.959,1.28,40
0,5/6/2023 18:23,26.2,41.9,0.579,0.962,1.28,0.579,0.578,0.962,1.28,40
0,5/6/2023 18:23,26.2,41.9,0.581,0.964,1.28,0.581,0.578,0.964,1.28,40
0,5/6/2023 18:23,26.2,41.9,0.583,0.965,1.28,0.583,0.578,0.965,1.28,40
0,5/6/2023 18:23,26.2,41.9,0.584,0.966,1.28,0.584,0.578,0.966,1.28,40
0,5/6/2023 18:23,26.2,41.9,0.586,0.968,1.28,0.586,0.578,0.968,1.28,40
0,5/6/2023 18:23,26.3,41.9,0.587,0.969,1.28,0.587,0.578,0.969,1.28,40
0,5/6/2023 18:23,26.3,41.8,0.588,0.97,1.28,0.588,0.577,0.97,1.28,40
0,5/6/2023 18:23,26.3,41.8,0.589,0.971,1.28,0.589,0.577,0.971,1.28,40
0,5/6/2023 18:23,26.3,41.8,0.59,0.972,1.28,0.59,0.576,0.972,1.28,40
0,5/6/2023 18:23,26.3,41.8,0.59,0.973,1.27,0.59,0.576,0.973,1.27,40
0,5/6/2023 18:23,26.3,41.7,0.591,0.974,1.27,0.591,0.575,0.974,1.27,40
0,5/6/2023 18:23,26.3,41.7,0.591,0.974,1.27,0.591,0.575,0.974,1.27,40
0,5/6/2023 18:24,26.3,41.7,0.591,0.974,1.27,0.591,0.573,0.974,1.27,40
0,5/6/2023 18:24,26.4,41.7,0.593,0.976,1.27,0.593,0.574,0.976,1.27,40
0,5/6/2023 18:24,26.3,41.7,0.595,0.979,1.28,0.595,0.577,0.979,1.28,40
0,5/6/2023 18:24,26.4,41.7,0.596,0.981,1.28,0.596,0.578,0.981,1.28,40
0,5/6/2023 18:24,26.4,41.7,0.597,0.982,1.28,0.597,0.577,0.982,1.28,40
0,5/6/2023 18:24,26.4,41.7,0.598,0.983,1.28,0.598,0.577,0.983,1.28,40
