Sample_No,Time,Temperature,Humidity,TGS2602,TGS2620,TGS2603,TGS2610,TGS2600,TGS822,TGS826,MQ138
1,8/5/23 18:55,25.2,37.4,0.805,2.61,1.19,0.115,0.805,2.61,1.19,0.115
1,8/5/23 18:56,25.3,37.4,0.805,2.61,1.2,0.115,0.806,2.61,1.2,0.116
1,8/5/23 18:56,25.4,37.4,0.805,2.61,1.21,0.114,0.805,2.61,1.21,0.115
1,8/5/23 18:56,25.5,37.3,0.805,2.61,1.23,0.115,0.805,2.61,1.23,0.115
1,8/5/23 18:56,25.6,37.2,0.814,2.64,1.37,0.115,0.814,2.64,1.37,0.116
1,8/5/23 18:56,25.6,37.1,0.821,2.65,1.46,0.115,0.821,2.65,1.46,0.115
1,8/5/23 18:56,25.7,37,0.824,2.66,1.48,0.115,0.824,2.66,1.48,0.115
1,8/5/23 18:57,25.8,36.9,0.825,2.66,1.47,0.115,0.825,2.66,1.47,0.116
1,8/5/23 18:57,25.8,36.8,0.826,2.66,1.46,0.114,0.826,2.66,1.46,0.115
1,8/5/23 18:57,25.9,36.7,0.826,2.66,1.46,0.115,0.826,2.66,1.46,0.115
1,8/5/23 18:57,26,36.6,0.826,2.67,1.45,0.115,0.826,2.67,1.45,0.115
1,8/5/23 18:57,26,36.6,0.826,2.67,1.44,0.115,0.826,2.67,1.44,0.116
1,8/5/23 18:57,26.1,36.5,0.826,2.67,1.44,0.114,0.826,2.67,1.44,0.115
1,8/5/23 18:58,26.2,36.5,0.825,2.67,1.43,0.115,0.825,2.67,1.43,0.115
1,8/5/23 18:58,26.2,36.4,0.824,2.67,1.43,0.115,0.824,2.67,1.43,0.116
1,8/5/23 18:58,26.3,36.3,0.824,2.67,1.43,0.115,0.824,2.67,1.43,0.115
1,8/5/23 18:58,26.3,36,0.821,2.66,1.33,0.116,0.821,2.66,1.32,0.116
1,8/5/23 18:58,26.3,35.4,0.812,2.65,1.2,0.116,0.812,2.65,1.2,0.116
1,8/5/23 18:58,26.3,35.3,0.81,2.7,1.16,0.113,0.81,2.7,1.15,0.107
1,8/5/23 18:59,26.2,35.2,0.809,2.67,1.13,0.115,0.809,2.67,1.13,0.116
1,8/5/23 18:59,26.2,35.5,0.81,2.65,1.14,0.116,0.81,2.65,1.15,0.117
1,8/5/23 18:59,26.1,36,0.813,2.65,1.14,0.114,0.813,2.65,1.14,0.114
1,8/5/23 18:59,26.1,35.6,0.809,2.64,1.13,0.114,0.809,2.64,1.13,0.114
1,8/5/23 18:59,26,35.3,0.809,2.64,1.11,0.114,0.809,2.64,1.11,0.114
1,8/5/23 18:59,25.9,35.3,0.809,2.64,1.11,0.113,0.809,2.64,1.11,0.114
1,8/5/23 19:00,25.8,35.3,0.809,2.64,1.1,0.113,0.809,2.64,1.11,0.114
1,8/5/23 19:00,25.8,35.4,0.805,2.64,1.09,0.113,0.805,2.64,1.09,0.114
1,8/5/23 19:00,25.7,35.4,0.804,2.64,1.08,0.114,0.804,2.64,1.08,0.114
1,8/5/23 19:00,25.7,35.6,0.805,2.64,1.08,0.113,0.805,2.64,1.08,0.114
1,8/5/23 19:00,25.6,35.7,0.809,2.64,1.08,0.113,0.809,2.64,1.08,0.114
1,8/5/23 19:00,25.5,35.7,0.805,2.63,1.07,0.113,0.805,2.63,1.07,0.114
1,8/5/23 19:01,25.5,35.8,0.803,2.63,1.07,0.113,0.803,2.63,1.07,0.113
1,8/5/23 19:01,25.5,35.8,0.802,2.63,1.06,0.113,0.803,2.63,1.06,0.113
1,8/5/23 19:01,25.4,35.9,0.804,2.63,1.06,0.113,0.804,2.63,1.06,0.113
1,8/5/23 19:01,25.4,36,0.803,2.63,1.06,0.113,0.803,2.63,1.06,0.114
1,8/5/23 19:01,25.3,36,0.803,2.62,1.05,0.113,0.803,2.62,1.05,0.113
1,8/5/23 19:01,25.3,36,0.802,2.62,1.05,0.113,0.802,2.62,1.05,0.113
2,8/5/23 19:02,25.2,36.1,0.8,2.62,1.05,0.113,0.8,2.62,1.05,0.113
2,8/5/23 19:02,25.2,36.2,0.802,2.62,1.04,0.113,0.802,2.62,1.04,0.113
2,8/5/23 19:02,25.2,36.3,0.802,2.62,1.04,0.113,0.802,2.62,1.04,0.113
2,8/5/23 19:02,25.1,36.3,0.803,2.62,1.04,0.113,0.803,2.62,1.04,0.113
2,8/5/23 19:02,25.1,36.4,0.806,2.62,1.03,0.113,0.806,2.62,1.03,0.113
2,8/5/23 19:02,25,36.3,0.803,2.62,1.03,0.113,0.803,2.62,1.04,0.113
2,8/5/23 19:03,25,36.4,0.804,2.62,1.05,0.113,0.804,2.62,1.05,0.113
2,8/5/23 19:03,25,36.4,0.812,2.64,1.07,0.114,0.812,2.64,1.07,0.114
2,8/5/23 19:03,24.9,36.5,0.82,2.65,1.08,0.116,0.82,2.65,1.08,0.117
2,8/5/23 19:03,25,36.6,0.822,2.65,1.1,0.116,0.822,2.65,1.1,0.117
2,8/5/23 19:03,25.1,36.7,0.822,2.66,1.12,0.117,0.822,2.66,1.12,0.117
2,8/5/23 19:03,25.1,36.6,0.822,2.66,1.14,0.116,0.822,2.66,1.14,0.116
2,8/5/23 19:04,25.2,36.7,0.825,2.66,1.16,0.118,0.825,2.66,1.16,0.119
2,8/5/23 19:04,25.2,36.6,0.824,2.66,1.17,0.118,0.824,2.66,1.17,0.118
2,8/5/23 19:04,25.3,36.7,0.831,2.68,1.29,0.117,0.831,2.68,1.29,0.118
2,8/5/23 19:04,25.4,36.9,0.837,2.69,1.45,0.118,0.837,2.69,1.45,0.117
2,8/5/23 19:04,25.5,36.9,0.838,2.7,1.5,0.117,0.838,2.7,1.5,0.118
2,8/5/23 19:04,25.5,36.9,0.838,2.7,1.51,0.117,0.838,2.7,1.51,0.117
2,8/5/23 19:05,25.6,36.8,0.838,2.69,1.5,0.118,0.838,2.7,1.5,0.118
2,8/5/23 19:05,25.6,36.7,0.838,2.69,1.49,0.117,0.838,2.69,1.49,0.118
2,8/5/23 19:05,25.7,36.7,0.837,2.69,1.48,0.117,0.837,2.69,1.48,0.118
2,8/5/23 19:05,25.8,36.7,0.836,2.69,1.48,0.117,0.836,2.69,1.48,0.118
2,8/5/23 19:05,25.8,36.5,0.834,2.69,1.47,0.117,0.834,2.69,1.47,0.117
2,8/5/23 19:05,25.9,36.5,0.833,2.69,1.47,0.117,0.833,2.69,1.47,0.118
2,8/5/23 19:06,26,36.5,0.832,2.69,1.46,0.117,0.832,2.69,1.46,0.118
2,8/5/23 19:06,26,36.4,0.831,2.69,1.46,0.118,0.831,2.69,1.46,0.118
2,8/5/23 19:06,26.1,36.3,0.83,2.69,1.46,0.118,0.83,2.69,1.46,0.118
2,8/5/23 19:06,26.1,36.3,0.829,2.69,1.46,0.117,0.829,2.69,1.46,0.117
2,8/5/23 19:06,26.2,36.3,0.827,2.69,1.46,0.117,0.827,2.69,1.46,0.117
2,8/5/23 19:06,26.2,36.2,0.826,2.69,1.46,0.117,0.826,2.69,1.46,0.117
2,8/5/23 19:07,26.3,36.2,0.825,2.68,1.46,0.117,0.825,2.68,1.46,0.118
2,8/5/23 19:07,26.3,36.1,0.824,2.68,1.46,0.118,0.824,2.68,1.46,0.118
2,8/5/23 19:07,26.4,36.1,0.823,2.68,1.46,0.117,0.823,2.68,1.46,0.117
2,8/5/23 19:07,26.4,36,0.821,2.68,1.46,0.117,0.821,2.68,1.46,0.118
2,8/5/23 19:07,26.5,36,0.822,2.68,1.44,0.118,0.822,2.68,1.44,0.118
2,8/5/23 19:07,26.5,35.9,0.824,2.68,1.35,0.117,0.824,2.68,1.35,0.121
2,8/5/23 19:08,,,,,,,,,,
2,8/5/23 19:08,,,,,,,,,,
2,8/5/23 19:08,,,,,,,,,,
2,8/5/23 19:08,,,,,,,,,,
2,8/5/23 19:08,,,,,,,,,,
2,8/5/23 19:08,,,,,,,,,,
2,8/5/23 19:09,,,,,,,,,,
2,8/5/23 19:09,,,,,,,,,,
2,8/5/23 19:09,,,,,,,,,,
2,8/5/23 19:09,,,,,,,,,,
2,8/5/23 19:09,,,,,,,,,,
2,8/5/23 19:09,,,,,,,,,,
2,8/5/23 19:10,,,,,,,,,,
2,8/5/23 19:10,,,,,,,,,,
2,8/5/23 19:10,,,,,,,,,,
2,8/5/23 19:10,,,,,,,,,,
2,8/5/23 19:10,,,,,,,,,,
2,8/5/23 19:10,,,,,,,,,,
2,8/5/23 19:11,,,,,,,,,,
2,8/5/23 19:11,,,,,,,,,,
2,8/5/23 19:11,,,,,,,,,,
2,8/5/23 19:11,,,,,,,,,,
2,8/5/23 19:11,25,36.8,0.81,2.64,1.05,0.115,0.81,2.64,1.05,0.115
2,8/5/23 19:11,24.9,36.9,0.809,2.63,1.05,0.115,0.809,2.63,1.05,0.116
2,8/5/23 19:12,24.9,37,0.809,2.63,1.05,0.115,0.809,2.63,1.05,0.115
2,8/5/23 19:12,24.9,37,0.809,2.63,1.05,0.116,0.809,2.63,1.05,0.116
2,8/5/23 19:12,24.9,37.2,0.81,2.63,1.06,0.115,0.81,2.63,1.06,0.116
2,8/5/23 19:12,24.9,37.2,0.814,2.64,1.09,0.116,0.814,2.64,1.09,0.116
2,8/5/23 19:12,24.9,37.1,0.817,2.65,1.1,0.115,0.817,2.65,1.1,0.116
2,8/5/23 19:12,24.9,37.1,0.818,2.65,1.09,0.116,0.818,2.65,1.09,0.115
2,8/5/23 19:13,24.9,37.2,0.814,2.64,1.08,0.115,0.814,2.64,1.08,0.116
2,8/5/23 19:13,24.8,37.1,0.814,2.64,1.07,0.116,0.814,2.64,1.07,0.116
2,8/5/23 19:13,24.8,37.2,0.814,2.64,1.06,0.115,0.814,2.64,1.06,0.115
2,8/5/23 19:13,24.8,37.1,0.811,2.64,1.06,0.115,0.811,2.64,1.06,0.116
2,8/5/23 19:13,24.8,37.1,0.812,2.64,1.06,0.115,0.812,2.64,1.06,0.115
2,8/5/23 19:13,24.8,37.2,0.815,2.64,1.05,0.115,0.815,2.64,1.05,0.115
2,8/5/23 19:14,24.8,37.2,0.813,2.64,1.04,0.115,0.813,2.64,1.04,0.116
2,8/5/23 19:14,24.7,37.2,0.812,2.64,1.04,0.115,0.812,2.64,1.04,0.115
2,8/5/23 19:14,24.7,37.3,0.81,2.63,1.03,0.115,0.81,2.63,1.03,0.115
2,8/5/23 19:14,24.7,37.3,0.807,2.62,1.03,0.115,0.807,2.62,1.03,0.115
2,8/5/23 19:14,24.6,37.3,0.806,2.62,1.02,0.115,0.806,2.62,1.02,0.115
2,8/5/23 19:14,24.6,37.3,0.805,2.62,1.02,0.115,0.805,2.62,1.02,0.116
2,8/5/23 19:15,24.5,37.3,0.804,2.61,1.02,0.115,0.804,2.61,1.02,0.115
2,8/5/23 19:15,24.5,37.4,0.803,2.61,1.02,0.115,0.803,2.61,1.02,0.115
2,8/5/23 19:15,24.5,37.4,0.803,2.6,1.02,0.115,0.803,2.6,1.02,0.115
2,8/5/23 19:15,24.5,37.4,0.802,2.6,1.02,0.115,0.803,2.6,1.02,0.116
2,8/5/23 19:15,24.5,37.5,0.802,2.6,1.02,0.115,0.803,2.6,1.02,0.115
2,8/5/23 19:15,24.5,37.5,0.802,2.6,1.01,0.115,0.802,2.6,1.01,0.115
2,8/5/23 19:16,24.4,37.5,0.803,2.6,1.01,0.115,0.803,2.6,1.01,0.115
2,8/5/23 19:16,24.4,37.5,0.803,2.6,1.01,0.115,0.803,2.6,1.01,0.115
2,8/5/23 19:16,24.4,37.5,0.803,2.6,1.01,0.115,0.803,2.6,1.01,0.115
2,8/5/23 19:16,24.4,37.5,0.802,2.6,1.01,0.115,0.802,2.6,1.01,0.115
2,8/5/23 19:16,24.4,37.6,0.802,2.6,1.01,0.115,0.802,2.6,1.01,0.115
2,8/5/23 19:16,24.4,37.6,0.801,2.6,1,0.115,0.801,2.6,1,0.115
2,8/5/23 19:17,24.4,37.6,0.801,2.6,1,0.115,0.801,2.59,1,0.115
2,8/5/23 19:17,24.4,37.6,0.8,2.59,1,0.115,0.8,2.59,1,0.115
2,8/5/23 19:17,24.4,37.6,0.801,2.59,1,0.115,0.801,2.59,1,0.116
2,8/5/23 19:17,24.4,37.6,0.803,2.6,1.01,0.115,0.803,2.6,1.02,0.115
2,8/5/23 19:17,24.4,37.6,0.807,2.61,1.03,0.114,0.807,2.61,1.03,0.115
2,8/5/23 19:17,24.4,37.6,0.807,2.61,1.04,0.118,0.807,2.61,1.04,0.118
3,8/5/23 19:18,24.4,37.7,0.812,2.61,1.06,0.119,0.812,2.61,1.06,0.119
3,8/5/23 19:18,24.4,37.7,0.813,2.62,1.07,0.118,0.813,2.62,1.07,0.118
3,8/5/23 19:18,24.5,37.7,0.812,2.62,1.09,0.119,0.812,2.62,1.09,0.119
3,8/5/23 19:18,24.6,37.7,0.812,2.62,1.1,0.119,0.812,2.62,1.1,0.119
3,8/5/23 19:18,24.6,37.7,0.811,2.62,1.12,0.118,0.811,2.62,1.12,0.118
3,8/5/23 19:18,24.7,37.6,0.813,2.62,1.15,0.119,0.813,2.62,1.15,0.119
3,8/5/23 19:19,24.8,37.7,0.829,2.65,1.32,0.118,0.829,2.65,1.32,0.118
3,8/5/23 19:19,24.9,37.7,0.832,2.67,1.41,0.119,0.832,2.66,1.41,0.118
3,8/5/23 19:19,25,37.6,0.834,2.67,1.44,0.119,0.834,2.67,1.44,0.119
3,8/5/23 19:19,25.1,37.5,0.834,2.67,1.44,0.118,0.834,2.67,1.44,0.119
3,8/5/23 19:19,25.1,37.4,0.834,2.67,1.44,0.118,0.834,2.67,1.44,0.119
3,8/5/23 19:19,25.2,37.3,0.834,2.67,1.43,0.118,0.834,2.67,1.43,0.119
3,8/5/23 19:20,25.3,37.2,0.833,2.67,1.43,0.118,0.833,2.67,1.43,0.119
3,8/5/23 19:20,25.3,37.2,0.832,2.67,1.42,0.118,0.833,2.67,1.42,0.118
3,8/5/23 19:20,25.4,37.1,0.832,2.67,1.42,0.119,0.832,2.67,1.42,0.118
3,8/5/23 19:20,25.5,37,0.831,2.67,1.42,0.119,0.831,2.67,1.42,0.119
3,8/5/23 19:20,25.6,37,0.831,2.67,1.42,0.119,0.831,2.68,1.42,0.119
3,8/5/23 19:20,25.6,36.9,0.83,2.68,1.42,0.118,0.83,2.68,1.42,0.119
3,8/5/23 19:21,25.7,36.8,0.83,2.68,1.42,0.118,0.83,2.68,1.42,0.118
3,8/5/23 19:21,25.8,36.8,0.83,2.68,1.42,0.118,0.83,2.68,1.42,0.118
3,8/5/23 19:21,25.8,36.7,0.83,2.68,1.42,0.118,0.83,2.68,1.42,0.118
3,8/5/23 19:21,25.9,36.6,0.829,2.68,1.42,0.118,0.829,2.68,1.42,0.119
3,8/5/23 19:21,25.9,36.5,0.832,2.68,1.34,0.119,0.832,2.68,1.34,0.119
3,8/5/23 19:21,25.9,36.2,0.825,2.67,1.23,0.118,0.825,2.67,1.23,0.118
3,8/5/23 19:22,25.9,36,0.817,2.66,1.18,0.118,0.818,2.66,1.18,0.119
3,8/5/23 19:22,25.8,35.8,0.812,2.65,1.14,0.118,0.812,2.65,1.14,0.118
3,8/5/23 19:22,25.8,35.8,0.809,2.64,1.11,0.118,0.808,2.64,1.11,0.118
3,8/5/23 19:22,25.8,35.8,0.808,2.63,1.09,0.118,0.808,2.64,1.09,0.118
3,8/5/23 19:22,25.8,35.8,0.806,2.63,1.08,0.118,0.806,2.63,1.08,0.118
3,8/5/23 19:22,25.7,35.8,0.804,2.62,1.07,0.118,0.805,2.62,1.07,0.118
3,8/5/23 19:23,25.6,35.8,0.804,2.62,1.06,0.118,0.804,2.62,1.06,0.118
3,8/5/23 19:23,25.6,35.8,0.803,2.61,1.06,0.118,0.803,2.62,1.06,0.118
3,8/5/23 19:23,25.6,35.9,0.803,2.61,1.05,0.118,0.803,2.61,1.05,0.118
3,8/5/23 19:23,25.5,35.9,0.802,2.61,1.05,0.117,0.802,2.61,1.05,0.118
3,8/5/23 19:23,25.5,36,0.802,2.61,1.04,0.117,0.803,2.61,1.04,0.118
3,8/5/23 19:23,25.4,36,0.803,2.61,1.04,0.117,0.803,2.61,1.04,0.118
3,8/5/23 19:24,25.4,36,0.805,2.61,1.04,0.117,0.805,2.61,1.04,0.117
3,8/5/23 19:24,25.3,36.1,0.804,2.61,1.05,0.118,0.804,2.61,1.05,0.118
3,8/5/23 19:24,25.3,36.2,0.808,2.61,1.07,0.119,0.808,2.61,1.07,0.119
3,8/5/23 19:24,25.3,36.2,0.808,2.62,1.08,0.118,0.808,2.62,1.08,0.119
4,8/5/23 19:24,25.4,36.4,0.808,2.62,1.1,0.118,0.808,2.62,1.1,0.119
4,8/5/23 19:24,25.4,36.4,0.807,2.61,1.12,0.118,0.807,2.62,1.12,0.118
4,8/5/23 19:25,25.5,36.4,0.807,2.61,1.13,0.118,0.807,2.61,1.13,0.119
4,8/5/23 19:25,25.5,36.4,0.806,2.61,1.15,0.118,0.806,2.61,1.15,0.118
4,8/5/23 19:25,25.5,36.4,0.806,2.61,1.16,0.118,0.805,2.61,1.16,0.118
4,8/5/23 19:25,25.6,36.4,0.805,2.61,1.18,0.118,0.805,2.61,1.18,0.118
4,8/5/23 19:25,25.7,36.4,0.804,2.61,1.19,0.118,0.804,2.61,1.19,0.118
4,8/5/23 19:25,25.7,36.4,0.803,2.61,1.2,0.118,0.803,2.61,1.2,0.118
4,8/5/23 19:26,25.8,36.7,0.815,2.65,1.4,0.118,0.815,2.65,1.4,0.119
4,8/5/23 19:26,25.8,37.1,0.836,2.69,1.59,0.118,0.836,2.69,1.59,0.118
4,8/5/23 19:26,25.9,37.2,0.842,2.7,1.63,0.118,0.842,2.7,1.63,0.118
4,8/5/23 19:26,25.9,37.1,0.844,2.7,1.63,0.118,0.844,2.7,1.63,0.119
4,8/5/23 19:26,26,37.1,0.844,2.7,1.62,0.118,0.845,2.7,1.62,0.119
4,8/5/23 19:26,26,37,0.844,2.7,1.6,0.118,0.844,2.7,1.6,0.119
4,8/5/23 19:27,26.1,37,0.843,2.71,1.59,0.118,0.843,2.71,1.59,0.119
4,8/5/23 19:27,26.2,36.9,0.842,2.71,1.58,0.118,0.842,2.71,1.58,0.119
4,8/5/23 19:27,26.2,36.9,0.841,2.7,1.57,0.118,0.841,2.7,1.57,0.118
4,8/5/23 19:27,26.2,36.8,0.84,2.7,1.56,0.118,0.84,2.7,1.56,0.118
4,8/5/23 19:27,26.3,36.7,0.839,2.7,1.55,0.119,0.839,2.7,1.55,0.119
4,8/5/23 19:27,26.3,36.7,0.838,2.7,1.54,0.117,0.838,2.7,1.54,0.118
4,8/5/23 19:28,26.4,36.6,0.837,2.7,1.54,0.118,0.837,2.7,1.54,0.118
4,8/5/23 19:28,26.4,36.6,0.835,2.7,1.53,0.118,0.835,2.7,1.53,0.119
4,8/5/23 19:28,26.5,36.5,0.834,2.7,1.53,0.117,0.834,2.7,1.53,0.117
4,8/5/23 19:28,26.5,36.5,0.832,2.7,1.53,0.118,0.832,2.7,1.53,0.119
4,8/5/23 19:28,26.5,36.4,0.829,2.69,1.52,0.117,0.83,2.69,1.52,0.118
4,8/5/23 19:28,26.6,36.3,0.831,2.69,1.46,0.118,0.831,2.69,1.46,0.118
4,8/5/23 19:29,26.6,35.5,0.82,2.68,1.31,0.117,0.82,2.68,1.31,0.118
4,8/5/23 19:29,26.5,35.1,0.815,2.67,1.24,0.118,0.815,2.67,1.24,0.118
4,8/5/23 19:29,26.4,34.9,0.81,2.66,1.19,0.118,0.81,2.66,1.19,0.118
4,8/5/23 19:29,26.4,35,0.808,2.65,1.16,0.117,0.807,2.65,1.16,0.118
4,8/5/23 19:29,26.3,35,0.804,2.64,1.13,0.117,0.804,2.64,1.13,0.118
4,8/5/23 19:29,26.2,35,0.803,2.64,1.11,0.117,0.803,2.64,1.11,0.117
4,8/5/23 19:30,26.2,35,0.803,2.63,1.1,0.117,0.803,2.63,1.1,0.117
4,8/5/23 19:30,26.1,35.1,0.802,2.63,1.09,0.117,0.803,2.63,1.09,0.117
4,8/5/23 19:30,26,35.1,0.802,2.63,1.07,0.117,0.802,2.63,1.07,0.117
4,8/5/23 19:30,25.9,35.2,0.802,2.63,1.06,0.117,0.801,2.63,1.06,0.117
4,8/5/23 19:30,25.8,35.3,0.806,2.63,1.07,0.117,0.806,2.63,1.07,0.117
4,8/5/23 19:30,25.8,35.3,0.818,2.66,1.12,0.117,0.818,2.66,1.12,0.117
4,8/5/23 19:31,25.7,35.4,0.816,2.66,1.11,0.117,0.816,2.66,1.11,0.117
4,8/5/23 19:31,25.7,35.6,0.812,2.66,1.1,0.117,0.812,2.66,1.1,0.117
4,8/5/23 19:31,25.6,35.6,0.811,2.66,1.09,0.117,0.811,2.66,1.09,0.117
4,8/5/23 19:31,25.5,35.6,0.809,2.65,1.08,0.117,0.809,2.65,1.08,0.117
4,8/5/23 19:31,25.5,35.6,0.807,2.64,1.08,0.117,0.807,2.64,1.08,0.117
4,8/5/23 19:31,25.5,35.7,0.806,2.63,1.07,0.117,0.806,2.63,1.07,0.117
4,8/5/23 19:32,25.4,35.8,0.804,2.63,1.06,0.117,0.804,2.63,1.06,0.117
4,8/5/23 19:32,25.4,35.8,0.803,2.62,1.06,0.117,0.803,2.62,1.06,0.118
4,8/5/23 19:32,25.3,35.8,0.803,2.62,1.05,0.117,0.803,2.62,1.05,0.117
4,8/5/23 19:32,25.3,35.9,0.803,2.62,1.05,0.117,0.803,2.62,1.05,0.117
4,8/5/23 19:32,25.2,36,0.804,2.62,1.05,0.117,0.804,2.62,1.05,0.117
4,8/5/23 19:32,25.2,36,0.805,2.62,1.05,0.117,0.805,2.62,1.05,0.117
4,8/5/23 19:33,25.2,36,0.803,2.62,1.04,0.117,0.803,2.62,1.04,0.117
4,8/5/23 19:33,25.2,36,0.8,2.61,1.03,0.117,0.8,2.61,1.03,0.118
5,8/5/23 19:33,25.1,36.1,0.802,2.6,1.03,0.117,0.802,2.6,1.03,0.117
5,8/5/23 19:33,25.2,36.3,0.807,2.6,1.04,0.116,0.807,2.6,1.04,0.117
5,8/5/23 19:33,25.2,36.3,0.808,2.61,1.06,0.117,0.808,2.61,1.06,0.117
5,8/5/23 19:33,25.2,36.3,0.808,2.61,1.08,0.116,0.808,2.61,1.08,0.117
5,8/5/23 19:34,25.3,36.3,0.807,2.61,1.1,0.117,0.807,2.61,1.1,0.117
