Sample_No,Time,Temperature,Humidity,TGS2602,TGS2620,TGS2603,TGS2610,TGS2600,TGS822,TGS826,MQ138
5,8/5/23 19:34,25.3,36.2,0.807,2.61,1.11,0.116,0.807,2.61,1.11,0.117
5,8/5/23 19:34,25.4,36.2,0.806,2.61,1.13,0.116,0.806,2.61,1.13,0.116
5,8/5/23 19:34,25.4,36.2,0.806,2.61,1.14,0.116,0.806,2.61,1.14,0.117
5,8/5/23 19:34,25.5,36.2,0.805,2.61,1.16,0.116,0.805,2.61,1.16,0.116
5,8/5/23 19:34,25.5,36.1,0.804,2.61,1.17,0.116,0.804,2.61,1.17,0.116
5,8/5/23 19:35,25.6,36.1,0.802,2.61,1.18,0.116,0.803,2.61,1.18,0.117
5,8/5/23 19:35,25.7,36.2,0.823,2.64,1.39,0.116,0.823,2.64,1.39,0.116
5,8/5/23 19:35,25.7,36.5,0.831,2.67,1.55,0.116,0.83,2.67,1.55,0.117
5,8/5/23 19:35,25.8,36.5,0.833,2.68,1.59,0.116,0.833,2.68,1.59,0.117
5,8/5/23 19:35,25.8,36.5,0.834,2.68,1.59,0.116,0.834,2.68,1.59,0.116
5,8/5/23 19:35,25.9,36.5,0.835,2.68,1.57,0.116,0.835,2.68,1.57,0.117
5,8/5/23 19:36,26,36.4,0.835,2.69,1.56,0.116,0.836,2.69,1.56,0.116
5,8/5/23 19:36,26,36.4,0.836,2.69,1.55,0.116,0.836,2.69,1.55,0.116
5,8/5/23 19:36,26.1,36.3,0.836,2.69,1.54,0.117,0.836,2.69,1.54,0.117
5,8/5/23 19:36,26.1,36.3,0.835,2.69,1.53,0.116,0.835,2.69,1.53,0.116
5,8/5/23 19:36,26.2,36.2,0.835,2.69,1.52,0.116,0.835,2.69,1.52,0.116
5,8/5/23 19:36,26.3,36.2,0.834,2.69,1.51,0.117,0.834,2.69,1.51,0.117
5,8/5/23 19:37,26.3,36.1,0.834,2.69,1.51,0.116,0.834,2.69,1.51,0.117
5,8/5/23 19:37,26.3,36.1,0.833,2.69,1.5,0.116,0.833,2.69,1.5,0.116
5,8/5/23 19:37,26.4,36,0.832,2.69,1.5,0.117,0.832,2.69,1.5,0.117
5,8/5/23 19:37,26.4,36,0.831,2.69,1.5,0.116,0.831,2.69,1.5,0.116
5,8/5/23 19:37,26.5,35.9,0.83,2.69,1.5,0.116,0.83,2.69,1.5,0.117
5,8/5/23 19:37,26.5,35.8,0.832,2.69,1.49,0.117,0.832,2.69,1.49,0.117
5,8/5/23 19:38,26.5,35.4,0.836,2.71,1.37,0.116,0.836,2.71,1.37,0.117
5,8/5/23 19:38,26.5,34.9,0.825,2.69,1.24,0.117,0.825,2.69,1.24,0.117
5,8/5/23 19:38,26.4,34.6,0.819,2.68,1.18,0.116,0.819,2.68,1.18,0.116
5,8/5/23 19:38,26.3,34.5,0.819,2.68,1.14,0.117,0.819,2.68,1.14,0.117
5,8/5/23 19:38,26.3,34.6,0.817,2.67,1.11,0.116,0.817,2.67,1.11,0.116
5,8/5/23 19:38,26.1,34.5,0.814,2.67,1.08,0.116,0.814,2.67,1.08,0.116
5,8/5/23 19:39,26,34.6,0.824,2.68,1.06,0.116,0.824,2.68,1.06,0.116
5,8/5/23 19:39,25.9,34.6,0.841,2.71,1.05,0.116,0.841,2.71,1.05,0.116
5,8/5/23 19:39,25.8,34.8,0.852,2.73,1.04,0.116,0.852,2.73,1.04,0.116
5,8/5/23 19:39,25.7,34.9,0.876,2.76,1.04,0.116,0.876,2.76,1.04,0.116
5,8/5/23 19:39,25.6,34.9,0.865,2.76,1.04,0.116,0.864,2.76,1.04,0.116
5,8/5/23 19:39,25.5,35,0.857,2.75,1.03,0.116,0.857,2.75,1.03,0.116
5,8/5/23 19:40,25.5,35.1,0.858,2.74,1.03,0.116,0.858,2.74,1.03,0.116
5,8/5/23 19:40,25.4,35.2,0.873,2.74,1.03,0.116,0.873,2.74,1.03,0.116
5,8/5/23 19:40,25.4,35.3,0.864,2.72,1.02,0.116,0.864,2.72,1.02,0.116
5,8/5/23 19:40,25.3,35.4,0.871,2.72,1.02,0.116,0.871,2.72,1.02,0.116
5,8/5/23 19:40,25.2,35.4,0.871,2.72,1.03,0.116,0.871,2.72,1.03,0.116
5,8/5/23 19:40,25.2,35.5,0.86,2.7,1.03,0.116,0.861,2.7,1.03,0.116
5,8/5/23 19:41,25.2,35.6,0.847,2.68,1.02,0.116,0.847,2.68,1.02,0.116
5,8/5/23 19:41,25.1,35.6,0.839,2.67,1.02,0.116,0.839,2.67,1.02,0.116
5,8/5/23 19:41,25,35.7,0.841,2.67,1.02,0.116,0.841,2.67,1.02,0.116
5,8/5/23 19:41,25,35.9,0.845,2.68,1.03,0.116,0.845,2.68,1.03,0.116
5,8/5/23 19:41,24.9,36,0.845,2.68,1.03,0.116,0.845,2.68,1.03,0.116
5,8/5/23 19:41,24.9,36,0.842,2.68,1.04,0.115,0.842,2.68,1.04,0.116
5,8/5/23 19:42,24.8,36.1,0.836,2.67,1.04,0.116,0.836,2.67,1.04,0.116
5,8/5/23 19:42,24.8,36.2,0.834,2.66,1.04,0.116,0.834,2.66,1.04,0.116
6,8/5/23 19:42,24.7,36.2,0.833,2.66,1.03,0.116,0.833,2.66,1.03,0.116
6,8/5/23 19:42,24.7,36.3,0.833,2.66,1.03,0.117,0.833,2.66,1.03,0.118
6,8/5/23 19:42,24.7,36.3,0.833,2.66,1.04,0.118,0.833,2.66,1.04,0.118
6,8/5/23 19:42,24.8,36.4,0.832,2.66,1.06,0.118,0.832,2.66,1.06,0.118
6,8/5/23 19:43,24.9,36.4,0.83,2.65,1.07,0.118,0.83,2.65,1.07,0.118
6,8/5/23 19:43,24.9,36.4,0.828,2.65,1.09,0.117,0.828,2.65,1.09,0.118
6,8/5/23 19:43,24.9,36.4,0.826,2.65,1.1,0.118,0.826,2.65,1.1,0.118
6,8/5/23 19:43,25,36.4,0.828,2.65,1.2,0.118,0.828,2.65,1.2,0.117
6,8/5/23 19:43,25.1,36.8,0.834,2.68,1.36,0.117,0.834,2.68,1.36,0.118
6,8/5/23 19:43,25.2,36.9,0.838,2.69,1.41,0.118,0.838,2.69,1.41,0.118
6,8/5/23 19:44,25.2,36.8,0.838,2.69,1.42,0.117,0.838,2.69,1.42,0.117
6,8/5/23 19:44,25.3,36.8,0.838,2.69,1.42,0.117,0.838,2.69,1.42,0.118
6,8/5/23 19:44,25.4,36.7,0.838,2.69,1.41,0.118,0.838,2.69,1.41,0.118
6,8/5/23 19:44,25.5,36.7,0.837,2.69,1.41,0.117,0.837,2.68,1.41,0.118
6,8/5/23 19:44,25.5,36.6,0.836,2.68,1.41,0.117,0.836,2.68,1.41,0.118
6,8/5/23 19:44,25.6,36.5,0.835,2.68,1.4,0.118,0.835,2.68,1.4,0.118
6,8/5/23 19:45,25.6,36.5,0.836,2.69,1.4,0.117,0.836,2.69,1.4,0.117
6,8/5/23 19:45,25.7,36.4,0.836,2.69,1.4,0.117,0.836,2.69,1.4,0.117
6,8/5/23 19:45,25.8,36.4,0.835,2.69,1.4,0.117,0.835,2.69,1.4,0.118
6,8/5/23 19:45,25.8,36.3,0.835,2.69,1.4,0.117,0.835,2.69,1.4,0.117
6,8/5/23 19:45,25.9,36.2,0.834,2.69,1.4,0.117,0.834,2.69,1.4,0.118
6,8/5/23 19:45,25.9,36.2,0.832,2.69,1.4,0.117,0.833,2.69,1.4,0.117
6,8/5/23 19:46,26,35.9,0.836,2.7,1.31,0.118,0.836,2.7,1.31,0.118
6,8/5/23 19:46,26,35.3,0.837,2.7,1.2,0.117,0.837,2.7,1.2,0.118
6,8/5/23 19:46,25.9,35,0.831,2.69,1.14,0.118,0.832,2.69,1.13,0.118
6,8/5/23 19:46,25.8,35,0.842,2.71,1.11,0.117,0.842,2.71,1.11,0.118
6,8/5/23 19:46,25.8,35,0.851,2.72,1.1,0.117,0.85,2.72,1.1,0.117
6,8/5/23 19:46,25.7,35.1,0.855,2.73,1.09,0.117,0.855,2.73,1.09,0.118
6,8/5/23 19:47,25.6,35.3,0.857,2.73,1.08,0.117,0.857,2.73,1.08,0.117
6,8/5/23 19:47,25.5,35.4,0.858,2.73,1.07,0.117,0.859,2.73,1.07,0.118
6,8/5/23 19:47,25.5,35.5,0.864,2.74,1.06,0.117,0.864,2.74,1.06,0.117
6,8/5/23 19:47,25.4,35.5,0.863,2.74,1.06,0.117,0.863,2.74,1.06,0.117
6,8/5/23 19:47,25.3,35.6,0.859,2.74,1.05,0.117,0.859,2.74,1.05,0.117
6,8/5/23 19:47,25.2,35.6,0.858,2.73,1.04,0.117,0.859,2.73,1.04,0.118
6,8/5/23 19:48,25.2,35.7,0.862,2.73,1.04,0.117,0.862,2.74,1.04,0.117
6,8/5/23 19:48,25,35.8,0.86,2.73,1.04,0.117,0.86,2.73,1.04,0.117
6,8/5/23 19:48,25,35.9,0.856,2.73,1.04,0.117,0.856,2.73,1.04,0.117
6,8/5/23 19:48,24.9,36,0.856,2.73,1.04,0.117,0.856,2.73,1.04,0.117
6,8/5/23 19:48,24.8,36.1,0.852,2.72,1.04,0.117,0.852,2.72,1.04,0.117
6,8/5/23 19:48,24.8,36.2,0.85,2.71,1.04,0.117,0.85,2.71,1.04,0.117
7,8/5/23 19:49,24.7,36.3,0.848,2.71,1.04,0.117,0.848,2.71,1.04,0.117
7,8/5/23 19:49,24.7,36.3,0.846,2.7,1.05,0.117,0.846,2.7,1.05,0.118
7,8/5/23 19:49,24.8,36.4,0.845,2.7,1.07,0.117,0.845,2.7,1.07,0.118
7,8/5/23 19:49,24.9,36.4,0.843,2.69,1.09,0.117,0.843,2.69,1.09,0.118
7,8/5/23 19:49,24.9,36.4,0.841,2.69,1.1,0.117,0.842,2.69,1.1,0.118
7,8/5/23 19:49,25,36.4,0.84,2.69,1.12,0.117,0.84,2.69,1.12,0.118
7,8/5/23 19:50,25.1,36.4,0.84,2.69,1.13,0.117,0.84,2.69,1.13,0.117
7,8/5/23 19:50,25.1,36.3,0.838,2.69,1.16,0.117,0.838,2.69,1.16,0.117
7,8/5/23 19:50,25.2,36.4,0.837,2.7,1.32,0.117,0.837,2.7,1.32,0.117
7,8/5/23 19:50,25.3,36.5,0.837,2.7,1.39,0.117,0.837,2.7,1.39,0.117
7,8/5/23 19:50,25.4,36.4,0.837,2.69,1.41,0.117,0.837,2.69,1.41,0.117
7,8/5/23 19:50,25.4,36.3,0.836,2.69,1.41,0.117,0.836,2.69,1.41,0.117
7,8/5/23 19:51,25.5,36.3,0.835,2.69,1.4,0.117,0.835,2.69,1.4,0.117
7,8/5/23 19:51,25.5,36.2,0.835,2.69,1.39,0.117,0.835,2.69,1.39,0.117
7,8/5/23 19:51,25.6,36.2,0.835,2.69,1.39,0.117,0.835,2.69,1.39,0.117
7,8/5/23 19:51,25.7,36.1,0.834,2.69,1.39,0.117,0.834,2.69,1.39,0.117
7,8/5/23 19:51,25.7,36.1,0.833,2.69,1.38,0.117,0.833,2.69,1.38,0.117
7,8/5/23 19:51,25.8,36,0.832,2.69,1.38,0.117,0.832,2.69,1.38,0.117
7,8/5/23 19:52,25.8,35.9,0.831,2.68,1.38,0.118,0.83,2.68,1.38,0.117
7,8/5/23 19:52,25.9,35.9,0.829,2.68,1.38,0.117,0.829,2.68,1.38,0.118
7,8/5/23 19:52,26,35.9,0.828,2.68,1.39,0.117,0.828,2.68,1.39,0.118
7,8/5/23 19:52,26,35.8,0.827,2.68,1.39,0.117,0.827,2.68,1.39,0.117
7,8/5/23 19:52,26.1,35.8,0.825,2.68,1.39,0.117,0.825,2.68,1.39,0.117
7,8/5/23 19:52,26.1,35.7,0.824,2.68,1.39,0.117,0.824,2.68,1.39,0.117
7,8/5/23 19:53,26.2,35.7,0.823,2.68,1.39,0.118,0.823,2.68,1.39,0.118
7,8/5/23 19:53,26.2,35.6,0.819,2.67,1.39,0.118,0.819,2.67,1.39,0.118
7,8/5/23 19:53,26.3,35.4,0.825,2.67,1.32,0.118,0.825,2.67,1.32,0.118
7,8/5/23 19:53,26.2,34.9,0.827,2.67,1.23,0.117,0.827,2.67,1.23,0.118
7,8/5/23 19:53,26.1,34.8,0.828,2.68,1.19,0.117,0.828,2.68,1.19,0.117
7,8/5/23 19:53,26,34.8,0.829,2.68,1.16,0.117,0.829,2.68,1.16,0.118
7,8/5/23 19:54,25.8,34.8,0.828,2.68,1.13,0.117,0.828,2.68,1.13,0.117
7,8/5/23 19:54,25.7,34.9,0.827,2.68,1.12,0.117,0.827,2.68,1.12,0.117
7,8/5/23 19:54,25.6,35,0.827,2.68,1.1,0.117,0.827,2.68,1.1,0.117
7,8/5/23 19:54,25.5,35.1,0.827,2.67,1.09,0.116,0.827,2.68,1.09,0.117
7,8/5/23 19:54,25.3,35.2,0.826,2.67,1.09,0.117,0.826,2.67,1.09,0.117
7,8/5/23 19:54,25.2,35.3,0.826,2.67,1.07,0.116,0.827,2.67,1.07,0.116
7,8/5/23 19:55,25.2,35.4,0.826,2.67,1.06,0.117,0.826,2.67,1.06,0.117
7,8/5/23 19:55,25.1,35.6,0.827,2.67,1.06,0.117,0.827,2.67,1.06,0.117
7,8/5/23 19:55,25,35.7,0.827,2.67,1.05,0.116,0.827,2.67,1.05,0.117
7,8/5/23 19:55,24.9,35.8,0.828,2.67,1.05,0.117,0.828,2.67,1.05,0.117
7,8/5/23 19:55,24.8,35.9,0.827,2.67,1.05,0.116,0.827,2.67,1.05,0.116
7,8/5/23 19:55,24.7,36,0.826,2.67,1.05,0.116,0.826,2.67,1.05,0.117
7,8/5/23 19:56,24.7,36.2,0.826,2.67,1.04,0.116,0.826,2.67,1.04,0.116
7,8/5/23 19:56,24.6,36.2,0.826,2.66,1.05,0.116,0.826,2.66,1.05,0.116
7,8/5/23 19:56,24.6,36.3,0.826,2.66,1.05,0.116,0.826,2.66,1.05,0.116
8,8/5/23 19:56,24.5,36.4,0.825,2.66,1.04,0.116,0.825,2.66,1.04,0.117
8,8/5/23 19:56,24.5,36.4,0.828,2.67,1.04,0.118,0.828,2.67,1.04,0.118
8,8/5/23 19:56,24.5,36.5,0.827,2.66,1.05,0.118,0.827,2.66,1.05,0.118
8,8/5/23 19:57,24.5,36.5,0.825,2.66,1.06,0.118,0.825,2.66,1.06,0.118
8,8/5/23 19:57,24.6,36.6,0.824,2.66,1.08,0.118,0.824,2.66,1.08,0.118
8,8/5/23 19:57,24.6,36.6,0.823,2.65,1.09,0.118,0.823,2.65,1.09,0.118
8,8/5/23 19:57,24.7,36.5,0.822,2.65,1.11,0.118,0.822,2.65,1.11,0.118
8,8/5/23 19:57,24.8,36.5,0.821,2.65,1.13,0.117,0.821,2.65,1.13,0.118
8,8/5/23 19:57,24.9,36.5,0.824,2.66,1.18,0.118,0.824,2.66,1.18,0.118
8,8/5/23 19:58,25,36.4,0.826,2.67,1.21,0.118,0.827,2.67,1.21,0.118
8,8/5/23 19:58,25,36.4,0.826,2.66,1.22,0.117,0.826,2.66,1.22,0.118
8,8/5/23 19:58,25.1,36.3,0.824,2.66,1.23,0.118,0.824,2.66,1.23,0.118
8,8/5/23 19:58,25.2,36.3,0.824,2.66,1.24,0.117,0.823,2.66,1.24,0.118
8,8/5/23 19:58,25.3,36.2,0.822,2.66,1.24,0.117,0.822,2.66,1.24,0.118
8,8/5/23 19:58,25.3,36.1,0.821,2.65,1.25,0.118,0.821,2.65,1.25,0.118
8,8/5/23 19:59,25.4,36.1,0.82,2.65,1.25,0.118,0.82,2.65,1.25,0.118
8,8/5/23 19:59,25.5,36,0.819,2.65,1.26,0.118,0.819,2.65,1.26,0.118
8,8/5/23 19:59,25.5,35.9,0.818,2.65,1.26,0.118,0.818,2.65,1.26,0.118
8,8/5/23 19:59,25.6,35.8,0.817,2.65,1.27,0.117,0.817,2.65,1.27,0.118
8,8/5/23 19:59,25.7,35.8,0.815,2.65,1.28,0.118,0.815,2.65,1.28,0.118
8,8/5/23 19:59,25.7,35.7,0.814,2.64,1.28,0.118,0.814,2.64,1.28,0.118
8,8/5/23 20:00,25.8,35.7,0.813,2.64,1.29,0.118,0.813,2.64,1.29,0.118
8,8/5/23 20:00,25.9,35.7,0.812,2.64,1.29,0.118,0.812,2.64,1.29,0.118
8,8/5/23 20:00,25.9,35.6,0.811,2.64,1.3,0.118,0.81,2.64,1.3,0.118
8,8/5/23 20:00,26,35.5,0.81,2.64,1.3,0.118,0.81,2.64,1.3,0.118
8,8/5/23 20:00,26.1,35.5,0.807,2.63,1.31,0.117,0.807,2.63,1.31,0.118
8,8/5/23 20:00,26.1,35.5,0.809,2.63,1.3,0.118,0.808,2.63,1.3,0.119
8,8/5/23 20:01,26.1,35.2,0.819,2.64,1.22,0.118,0.819,2.64,1.22,0.118
8,8/5/23 20:01,26.1,35,0.821,2.65,1.16,0.118,0.821,2.65,1.16,0.119
8,8/5/23 20:01,25.9,34.9,0.821,2.66,1.12,0.118,0.822,2.66,1.12,0.119
8,8/5/23 20:01,25.8,34.9,0.823,2.66,1.11,0.117,0.822,2.66,1.11,0.118
8,8/5/23 20:01,25.6,35,0.822,2.66,1.1,0.118,0.823,2.66,1.1,0.118
8,8/5/23 20:01,25.5,35,0.823,2.66,1.09,0.117,0.823,2.66,1.09,0.117
8,8/5/23 20:02,25.4,35.1,0.822,2.66,1.08,0.118,0.822,2.66,1.08,0.118
8,8/5/23 20:02,25.3,35.3,0.823,2.66,1.08,0.118,0.823,2.66,1.08,0.118
8,8/5/23 20:02,25.2,35.3,0.824,2.66,1.08,0.119,0.824,2.66,1.08,0.119
8,8/5/23 20:02,25.2,35.5,0.824,2.66,1.09,0.119,0.824,2.66,1.09,0.119
8,8/5/23 20:02,25.2,35.5,0.823,2.65,1.1,0.119,0.823,2.65,1.1,0.12
8,8/5/23 20:02,25.3,35.6,0.822,2.65,1.11,0.119,0.822,2.65,1.11,0.119
8,8/5/23 20:03,25.3,35.6,0.821,2.65,1.12,0.119,0.821,2.65,1.12,0.119
8,8/5/23 20:03,25.4,35.7,0.821,2.65,1.14,0.119,0.821,2.65,1.14,0.12
8,8/5/23 20:03,25.4,35.6,0.82,2.65,1.15,0.119,0.82,2.65,1.15,0.119
8,8/5/23 20:03,25.5,35.6,0.819,2.64,1.16,0.119,0.819,2.64,1.16,0.12
8,8/5/23 20:03,25.5,35.5,0.818,2.64,1.17,0.119,0.818,2.64,1.17,0.12
8,8/5/23 20:03,25.6,35.6,0.817,2.64,1.18,0.12,0.817,2.64,1.18,0.12
8,8/5/23 20:04,25.7,35.6,0.816,2.64,1.19,0.119,0.816,2.64,1.19,0.12
8,8/5/23 20:04,25.7,35.5,0.815,2.64,1.21,0.119,0.816,2.64,1.21,0.12
8,8/5/23 20:04,25.8,35.5,0.815,2.64,1.22,0.12,0.815,2.64,1.22,0.12
8,8/5/23 20:04,25.8,35.4,0.813,2.64,1.22,0.119,0.813,2.64,1.22,0.119
8,8/5/23 20:04,25.8,35.3,0.815,2.64,1.18,0.119,0.815,2.64,1.18,0.119
8,8/5/23 20:04,25.8,35.2,0.82,2.65,1.13,0.119,0.82,2.65,1.13,0.119
8,8/5/23 20:05,25.8,35.2,0.821,2.65,1.12,0.119,0.821,2.65,1.12,0.119
8,8/5/23 20:05,25.6,35.1,0.821,2.65,1.1,0.118,0.821,2.65,1.1,0.119
8,8/5/23 20:05,25.5,35.1,0.821,2.65,1.08,0.119,0.821,2.65,1.08,0.119
8,8/5/23 20:05,25.4,35.2,0.82,2.65,1.07,0.119,0.82,2.65,1.07,0.119
8,8/5/23 20:05,25.3,35.2,0.82,2.65,1.06,0.119,0.82,2.65,1.06,0.119
8,8/5/23 20:05,25.3,35.3,0.821,2.65,1.06,0.118,0.822,2.65,1.06,0.119
8,8/5/23 20:06,25.2,35.5,0.822,2.65,1.06,0.118,0.822,2.65,1.06,0.118
8,8/5/23 20:06,25.1,35.5,0.821,2.65,1.06,0.119,0.821,2.65,1.06,0.119
8,8/5/23 20:06,25,35.6,0.821,2.65,1.05,0.118,0.821,2.65,1.05,0.118
8,8/5/23 20:06,25,35.7,0.821,2.65,1.05,0.119,0.821,2.65,1.05,0.119
8,8/5/23 20:06,24.9,35.8,0.821,2.65,1.05,0.118,0.821,2.65,1.05,0.118
8,8/5/23 20:06,24.9,35.9,0.82,2.64,1.05,0.119,0.82,2.64,1.05,0.119
8,8/5/23 20:07,24.8,36,0.821,2.65,1.05,0.119,0.821,2.65,1.05,0.118
8,8/5/23 20:07,24.8,36,0.824,2.65,1.05,0.118,0.824,2.65,1.05,0.119
